parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1268,1,32207,Rothia,460472.0,460472
32207,2,43675,Rothia mucilaginosa,444321.0,444321
32207,2,2047,Rothia dentocariosa,15943.0,15942
32207,1,2689056,unclassified Rothia (in: high G+C Gram-positive bacteria),1.0,1
2689056,2,2810516,Rothia sp. ZJ932,1.0,1
1268,1,1269,Micrococcus,404.0,404
1269,2,1270,Micrococcus luteus,323.0,323
1269,2,1273,Micrococcus lylae,1.0,1
1269,1,2620948,unclassified Micrococcus,1.0,1
2620948,2,3101753,Micrococcus sp. HOU1,1.0,1
1269,2,2856555,Micrococcus porci,1.0,1
1268,1,1663,Arthrobacter,2.0,2
1663,2,37921,Arthrobacter agilis,1.0,1
1663,1,235627,unclassified Arthrobacter,1.0,1
235627,2,1849032,Arthrobacter sp. U41,1.0,1
1268,1,1742991,Pseudoglutamicibacter,1.0,1
1742991,2,98671,Pseudoglutamicibacter albus,1.0,1
85016,1,1707,Cellulomonas,1.0,1
1707,2,1708,Cellulomonas fimi,1.0,1
1331736,1,626119,Ruania,1.0,1
626119,2,2779775,Ruania alkalisoli,1.0,1
85023,1,33882,Microbacterium,1.0,1
33882,1,2609290,unclassified Microbacterium,1.0,1
2609290,2,2875948,Microbacterium sp. cx-55,1.0,1
2049,1,2529408,Schaalia,4338.0,4338
2529408,2,1660,Schaalia odontolytica,4240.0,4240
2529408,1,2691889,unclassified Schaalia,77.0,77
2691889,2,3059028,Schaalia sp. HMT-172,74.0,74
2691889,2,2709403,Schaalia sp. ZJ405,2.0,2
2691889,2,2794089,Schaalia sp. 19OD2882,1.0,1
2529408,2,52773,Schaalia meyeri,5.0,5
2529408,2,131110,Schaalia radingae,1.0,1
2529408,2,181487,Schaalia cardiffensis,1.0,1
2049,1,1654,Actinomyces,49.0,49
1654,2,1852377,Actinomyces pacaensis,49.0,49
2062,1,1883,Streptomyces,6.0,6
1883,1,2593676,unclassified Streptomyces,5.0,5
2593676,2,2714844,Streptomyces sp. JB150,1.0,1
2593676,2,2072505,Streptomyces sp. Go-475,1.0,1
2593676,2,2903865,Streptomyces sp. NBC_01435,1.0,1
1883,2,35621,Streptomyces mobaraensis,1.0,1
1653,1,1716,Corynebacterium,2.0,2
1716,2,1717,Corynebacterium diphtheriae,1.0,1
85028,1,2060,Tsukamurella,1.0,1
2060,2,2061,Tsukamurella paurometabola,1.0,1
31953,1,1678,Bifidobacterium,1.0,1
1678,2,216816,Bifidobacterium longum,1.0,1
31957,1,1912216,Cutibacterium,1.0,1
1912216,2,3016342,Cutibacterium equinum,1.0,1
83778,1,33981,Kineococcus,1.0,1
33981,1,2621656,unclassified Kineococcus,1.0,1
2621656,2,2903564,Kineococcus sp. NBC_00420,1.0,1
1643824,1,2767353,Lancefieldella,34.0,34
2767353,2,1382,Lancefieldella parvula,34.0,34
1300,1,1301,Streptococcus,31826.0,31826
1301,2,1307,Streptococcus suis,23867.0,23867
1301,2,1335,Streptococcus equinus,2646.0,2646
1301,2,2686210,Streptococcus ruminicola,1256.0,1256
1301,2,102684,Streptococcus infantarius,623.0,623
1301,2,315405,Streptococcus gallolyticus,411.0,411
1301,2,150055,Streptococcus lutetiensis,278.0,278
1301,2,59310,Streptococcus macedonicus,104.0,104
1301,1,2608887,unclassified Streptococcus,67.0,67
