parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
31977,1,29465,Veillonella,277722.0,277722
29465,2,39778,Veillonella dispar,191926.0,191926
29465,2,2682456,Veillonella nakazawae,60880.0,60880
29465,2,29466,Veillonella parvula,3205.0,3205
29465,2,39777,Veillonella atypica,2872.0,2872
29465,2,423477,Veillonella rogosae,481.0,481
29465,1,2630086,unclassified Veillonella,364.0,364
2630086,2,2682455,Veillonella sp. S12025-13,364.0,364
29465,2,248315,Veillonella rodentium,79.0,79
31977,1,906,Megasphaera,4.0,4
906,2,1232428,Megasphaera massiliensis,4.0,4
1843491,1,970,Selenomonas,50654.0,50654
970,1,2637378,unclassified Selenomonas,50546.0,50546
2637378,2,712538,Selenomonas sp. oral taxon 478,47932.0,47932
2637378,2,713030,Selenomonas sp. oral taxon 136,73.0,73
2637378,2,1884263,Selenomonas sp. oral taxon 920,16.0,16
2637378,2,712528,Selenomonas sp. oral taxon 126,2.0,2
970,2,2754044,Selenomonas timonae,52.0,52
970,2,69823,Selenomonas sputigena,5.0,5
909930,1,33024,Phascolarctobacterium,1.0,1
1300,1,1301,Streptococcus,115422.0,115422
1301,2,28037,Streptococcus mitis,105292.0,105292
1301,2,1313,Streptococcus pneumoniae,447.0,447
1301,2,257758,Streptococcus pseudopneumoniae,300.0,300
1301,1,2608887,unclassified Streptococcus,186.0,186
2608887,2,2598453,Streptococcus sp. 116-D4,62.0,62
2608887,2,712633,Streptococcus sp. oral taxon 431,25.0,25
2608887,2,1902136,Streptococcus sp. NPS 308,15.0,15
2608887,2,2993430,Streptococcus sp. SP4011,13.0,13
2608887,2,2759692,Streptococcus sp. Marseille-Q3533,13.0,13
2608887,2,2972784,Streptococcus sp. Marseille-Q6470,12.0,12
2608887,2,3020829,Streptococcus sp. HN38,8.0,8
2608887,2,3077584,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,7.0,7
2608887,2,3098076,Streptococcus sp. S5,5.0,5
2608887,2,2576376,Streptococcus sp. 1643,4.0,4
2608887,2,712623,Streptococcus sp. oral taxon 061,3.0,3
2608887,2,2975349,Streptococcus sp. FSL W8-0197,3.0,3
2608887,2,2610896,Streptococcus sp. LPB0220,2.0,2
2608887,2,3038077,Streptococcus sp. D7B5,2.0,2
2608887,2,3077723,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,1.0,1
2608887,2,2664091,Streptococcus sp. zg-86,1.0,1
2608887,2,712624,Streptococcus sp. oral taxon 064,1.0,1
1301,2,1303,Streptococcus oralis,128.0,128
1301,2,1307,Streptococcus suis,116.0,116
1301,2,1335,Streptococcus equinus,111.0,111
1301,2,2819619,Streptococcus toyakuensis,79.0,79
1301,2,113107,Streptococcus australis,77.0,77
1301,2,2686210,Streptococcus ruminicola,37.0,37
1301,2,1302,Streptococcus gordonii,35.0,35
1301,2,1433513,Streptococcus gwangjuense,29.0,29
1301,2,1308,Streptococcus thermophilus,29.0,29
1301,2,102684,Streptococcus infantarius,23.0,23
1301,2,150055,Streptococcus lutetiensis,18.0,18
1301,2,45634,Streptococcus cristatus,13.0,13
1301,2,1343,Streptococcus vestibularis,11.0,11
1301,2,1305,Streptococcus sanguinis,11.0,11
1301,2,1311,Streptococcus agalactiae,11.0,11
1301,1,671232,Streptococcus anginosus group,10.0,10
671232,2,1328,Streptococcus anginosus,6.0,6
671232,2,1338,Streptococcus intermedius,2.0,2
671232,2,76860,Streptococcus constellatus,1.0,1
1301,2,315405,Streptococcus gallolyticus,10.0,10
1301,2,1340,Streptococcus porcinus,8.0,8
1301,2,68892,Streptococcus infantis,8.0,8
1301,2,684066,Streptococcus lactarius,6.0,6
1301,2,1318,Streptococcus parasanguinis,6.0,6
1301,2,1314,Streptococcus pyogenes,5.0,5
1301,2,29389,Streptococcus alactolyticus,4.0,4
1301,2,59310,Streptococcus macedonicus,4.0,4
1301,2,1304,Streptococcus salivarius,4.0,4
1301,2,1309,Streptococcus mutans,3.0,3
1301,2,82348,Streptococcus pluranimalium,3.0,3
1301,2,1501662,Streptococcus parasuis,3.0,3
1301,1,119603,Streptococcus dysgalactiae group,3.0,3
119603,2,1336,Streptococcus equi,2.0,2
119603,2,1334,Streptococcus dysgalactiae,1.0,1
1301,2,2173853,Streptococcus chenjunshii,2.0,2
1301,2,2781599,Streptococcus oriscaviae,2.0,2
1301,2,254785,Streptococcus halichoeri,2.0,2
1301,2,1341,Streptococcus ratti,1.0,1
1301,2,1156431,Streptococcus ilei,1.0,1
1301,2,1234680,Streptococcus rubneri,1.0,1
1301,2,1811193,Streptococcus pantholopis,1.0,1
1301,2,1814128,Streptococcus halotolerans,1.0,1
1301,2,1825069,Streptococcus marmotae,1.0,1
1301,2,1917441,Streptococcus ruminantium,1.0,1
1301,2,1345,Streptococcus ferus,1.0,1
1301,2,197614,Streptococcus pasteurianus,1.0,1
1301,2,1326,Streptococcus acidominimus,1.0,1
1301,2,102886,Streptococcus didelphis,1.0,1
1301,2,1348,Streptococcus parauberis,1.0,1
1300,1,1357,Lactococcus,1.0,1
81852,1,1350,Enterococcus,62.0,62
1350,2,1352,Enterococcus faecium,22.0,22
1350,2,1354,Enterococcus hirae,15.0,15
1350,2,1351,Enterococcus faecalis,4.0,4
1350,2,44008,Enterococcus cecorum,4.0,4
1350,2,44009,Enterococcus dispar,1.0,1
33958,1,2742598,Limosilactobacillus,7.0,7
2742598,2,97478,Limosilactobacillus mucosae,4.0,4
2742598,2,1633,Limosilactobacillus vaginalis,3.0,3
33958,1,2767887,Ligilactobacillus,7.0,7
2767887,2,1623,Ligilactobacillus ruminis,6.0,6
2767887,2,1605,Ligilactobacillus animalis,1.0,1
33958,1,2759736,Lacticaseibacillus,5.0,5
2759736,2,47715,Lacticaseibacillus rhamnosus,4.0,4
2759736,2,171523,Lacticaseibacillus pantheris,1.0,1
33958,1,2767842,Lactiplantibacillus,3.0,3
2767842,2,2993456,Lactiplantibacillus carotarum,2.0,2
2767842,2,1590,Lactiplantibacillus plantarum,1.0,1
186827,1,46123,Abiotrophia,4.0,4
46123,2,46125,Abiotrophia defectiva,4.0,4
186827,1,1375,Aerococcus,2.0,2
1375,2,87541,Aerococcus christensenii,2.0,2
186828,1,2747,Carnobacterium,3.0,3
2747,2,174587,Carnobacterium viridans,2.0,2
2747,2,2751,Carnobacterium maltaromaticum,1.0,1
539738,1,1378,Gemella,5615.0,5615
1378,2,1379,Gemella haemolysans,5605.0,5605
1378,2,29391,Gemella morbillorum,1.0,1
90964,1,1279,Staphylococcus,13.0,13
1279,2,1280,Staphylococcus aureus,7.0,7
1279,2,2912228,Staphylococcus shinii,4.0,4
1279,2,46127,Staphylococcus felis,1.0,1
1279,2,1292,Staphylococcus warneri,1.0,1
90964,1,69965,Macrococcus,2.0,2
69965,2,2875764,Macrococcus armenti,2.0,2
186822,1,44249,Paenibacillus,8.0,8
44249,1,185978,unclassified Paenibacillus,3.0,3
185978,2,324057,Paenibacillus sp. JDR-2,1.0,1
185978,2,2954742,Paenibacillus sp. FSL H8-0332,1.0,1
44249,2,49283,Paenibacillus thiaminolyticus,3.0,3
44249,2,307580,Paenibacillus woosongensis,1.0,1
186822,1,55080,Brevibacillus,5.0,5
55080,1,2684853,unclassified Brevibacillus,4.0,4
2684853,2,319501,Brevibacillus sp. WF146,4.0,4
55080,2,2496837,Brevibacillus marinus,1.0,1
85151,1,55079,Aneurinibacillus,1.0,1
55079,2,1500254,Aneurinibacillus soli,1.0,1
186817,1,1386,Bacillus,4.0,4
1386,1,86661,Bacillus cereus group,2.0,2
86661,2,1428,Bacillus thuringiensis,2.0,2
1386,1,185979,unclassified Bacillus (in: firmicutes),1.0,1
185979,2,2954601,Bacillus sp. FSL E2-8900,1.0,1
1386,1,653685,Bacillus subtilis group,1.0,1
653685,1,1938374,Bacillus amyloliquefaciens group,1.0,1
1938374,2,492670,Bacillus velezensis,1.0,1
186817,1,2675231,Mesobacillus,1.0,1
2675231,2,129985,Mesobacillus jeotgali,1.0,1
186817,1,379065,Caldalkalibacillus,1.0,1
379065,2,296745,Caldalkalibacillus thermarum,1.0,1
186817,1,2893058,Pseudalkalibacillus,1.0,1
2893058,2,208199,Pseudalkalibacillus hwajinpoensis,1.0,1
186817,1,289201,Pontibacillus,1.0,1
289201,1,2628296,unclassified Pontibacillus,1.0,1
2628296,2,2692425,Pontibacillus sp. HMF3514,1.0,1
186818,1,648800,Solibacillus,1.0,1
648800,1,2637870,unclassified Solibacillus,1.0,1
2637870,2,2921713,Solibacillus sp. FSL W8-0372,1.0,1
216572,1,216851,Faecalibacterium,3.0,3
216851,2,853,Faecalibacterium prausnitzii,3.0,3
216572,1,946234,Flavonifractor,3.0,3
946234,2,292800,Flavonifractor plautii,3.0,3
216572,1,292632,Subdoligranulum,2.0,2
292632,1,512297,environmental samples,2.0,2
512297,2,512298,uncultured Subdoligranulum sp.,2.0,2
538999,1,1918454,Flintibacter,5.0,5
1918454,1,2610894,unclassified Flintibacter,5.0,5
2610894,2,2610895,Flintibacter sp. KGMB00164,5.0,5
3085642,1,2048137,Agathobaculum,3.0,3
2048137,1,2620324,unclassified Agathobaculum,3.0,3
2620324,2,3079302,Agathobaculum sp. NTUH-O15-33,3.0,3
2937909,1,36853,Desulfitobacterium,1.0,1
36853,2,49338,Desulfitobacterium hafniense,1.0,1
2937909,1,51196,Syntrophobotulus,1.0,1
51196,2,51197,Syntrophobotulus glycolicus,1.0,1
31979,1,1485,Clostridium,1.0,1
1485,2,1502,Clostridium perfringens,1.0,1
186803,1,572511,Blautia,6.0,6
572511,2,1912897,Blautia argi,5.0,5
572511,2,89014,Blautia luti,1.0,1
186803,1,1506553,Lachnoclostridium,2.0,2
