parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
481,1,482,Neisseria,613925.0,613925
482,2,28449,Neisseria subflava,571868.0,571868
482,2,488,Neisseria mucosa,13758.0,13758
482,2,487,Neisseria meningitidis,6145.0,6145
482,2,484,Neisseria flavescens,4921.0,4921
482,1,2623750,unclassified Neisseria,1243.0,1243
2623750,2,2972775,Neisseria sp. Marseille-Q5346,405.0,405
2623750,2,3077590,Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055,357.0,357
2623750,2,1871109,Neisseria sp. RH3002v2g,243.0,243
2623750,2,641148,Neisseria sp. oral taxon 014,66.0,66
2623750,2,2937985,Neisseria sp. Marseille-Q6792,44.0,44
2623750,2,655307,Neisseria sp. KEM232,29.0,29
2623750,2,2912675,Neisseria sp. Dent CA1/247,11.0,11
2623750,2,2995413,Neisseria sp. 3986,5.0,5
2623750,2,2995414,Neisseria sp. 51.81,1.0,1
482,2,485,Neisseria gonorrhoeae,268.0,268
482,2,486,Neisseria lactamica,147.0,147
482,2,267212,Neisseria bacilliformis,142.0,142
482,2,495,Neisseria elongata,127.0,127
482,2,490,Neisseria sicca,119.0,119
482,2,33053,Neisseria perflava,92.0,92
482,2,1853278,Neisseria chenwenguii,58.0,58
482,2,492,Neisseria animalis,54.0,54
482,2,2912188,Neisseria lisongii,53.0,53
482,2,2666100,Neisseria brasiliensis,45.0,45
482,2,483,Neisseria cinerea,44.0,44
482,2,1931275,Neisseria dumasiana,44.0,44
482,2,1853276,Neisseria weixii,43.0,43
482,2,28091,Neisseria weaveri,41.0,41
482,2,496,Neisseria macacae,40.0,40
482,2,1470200,Neisseria arctica,38.0,38
482,2,2709396,Neisseria yangbaofengii,38.0,38
482,2,640030,Neisseria zalophi,34.0,34
482,2,607711,Neisseria wadsworthii,33.0,33
482,2,326522,Neisseria animaloris,32.0,32
482,2,493,Neisseria canis,26.0,26
482,2,194197,Neisseria dentiae,23.0,23
482,2,1815583,Neisseria musculi,21.0,21
482,2,607712,Neisseria shayeganii,18.0,18
482,2,326523,Neisseria zoodegmatis,5.0,5
481,1,32257,Kingella,24.0,24
32257,2,504,Kingella kingae,9.0,9
32257,2,265175,Kingella potus,6.0,6
32257,2,1522312,Kingella negevensis,5.0,5
32257,2,505,Kingella oralis,4.0,4
481,1,59,Vitreoscilla,15.0,15
59,2,1689272,Vitreoscilla massiliensis,4.0,4
59,2,61,Vitreoscilla stercoraria,2.0,2
481,1,299568,Uruburuella,11.0,11
299568,2,1282863,Uruburuella testudinis,11.0,11
481,1,194195,Alysiella,10.0,10
194195,2,153491,Alysiella crassa,7.0,7
194195,2,194196,Alysiella filiformis,2.0,2
481,1,1193515,Snodgrassella,10.0,10
1193515,2,2946699,Snodgrassella communis,5.0,5
1193515,2,1196083,Snodgrassella alvi,3.0,3
481,1,538,Eikenella,7.0,7
538,2,539,Eikenella corrodens,4.0,4
538,2,2528037,Eikenella exigua,1.0,1
481,1,2593687,Aquella,7.0,7
2593687,2,2067065,Aquella oligotrophica,7.0,7
481,1,334107,Conchiformibius,4.0,4
334107,2,153493,Conchiformibius steedae,4.0,4
481,1,212742,Morococcus,2.0,2
212742,2,1056807,Morococcus cerebrosus,2.0,2
481,1,2898489,Paralysiella,2.0,2
2898489,2,2809020,Paralysiella testudinis,2.0,2
481,1,2944815,Wielerella,2.0,2
2944815,2,2917790,Wielerella bovis,2.0,2
481,1,71,Simonsiella,1.0,1
71,2,72,Simonsiella muelleri,1.0,1
481,1,1654931,Crenobacter,1.0,1
1654931,2,2290923,Crenobacter cavernae,1.0,1
1499392,1,535,Chromobacterium,2.0,2
535,1,2641838,unclassified Chromobacterium,2.0,2
2641838,2,2059672,Chromobacterium sp. ATCC 53434,2.0,2
2897176,1,168470,Laribacter,1.0,1
168470,2,168471,Laribacter hongkongensis,1.0,1
119060,1,47670,Lautropia,410.0,410
47670,2,47671,Lautropia mirabilis,410.0,410
119060,1,44013,Polynucleobacter,46.0,46
44013,1,2640945,unclassified Polynucleobacter,30.0,30
44013,2,1743174,Polynucleobacter tropicus,16.0,16
119060,1,48736,Ralstonia,11.0,11
48736,1,3116862,Ralstonia solanacearum species complex,11.0,11
3116862,2,305,Ralstonia solanacearum,11.0,11
119060,1,32008,Burkholderia,8.0,8
32008,1,87882,Burkholderia cepacia complex,1.0,1
87882,2,179879,Burkholderia anthina,1.0,1
32008,1,2613784,unclassified Burkholderia,1.0,1
2613784,2,326454,Burkholderia sp. M701,1.0,1
119060,1,1822464,Paraburkholderia,6.0,6
1822464,2,75105,Paraburkholderia caribensis,1.0,1
1822464,1,2615204,unclassified Paraburkholderia,1.0,1
2615204,2,3034358,Paraburkholderia sp. SUR17,1.0,1
1822464,2,148447,Paraburkholderia phymatum,1.0,1
1822464,2,2571748,Paraburkholderia acidisoli,1.0,1
1822464,2,2026199,Paraburkholderia aromaticivorans,1.0,1
1822464,2,252970,Paraburkholderia phenoliruptrix,1.0,1
119060,1,106589,Cupriavidus,2.0,2
106589,2,2608999,Cupriavidus cauae,1.0,1
119060,1,93217,Pandoraea,1.0,1
93217,2,93220,Pandoraea pnomenusa,1.0,1
2895353,1,75654,Duganella,15.0,15
75654,2,2728021,Duganella dendranthematis,15.0,15
2895353,1,149698,Massilia,3.0,3
149698,2,2045208,Massilia violaceinigra,1.0,1
149698,1,2609279,unclassified Massilia,1.0,1
2609279,2,2970464,Massilia sp. H6,1.0,1
149698,2,2769491,Massilia litorea,1.0,1
80864,1,34072,Variovorax,18.0,18
34072,1,663243,unclassified Variovorax,1.0,1
663243,2,2762323,Variovorax sp. PAMC28562,1.0,1
995019,1,40544,Sutterella,9.0,9
40544,2,2584944,Sutterella faecalis,9.0,9
506,1,517,Bordetella,2.0,2
506,1,222,Achromobacter,2.0,2
222,2,85698,Achromobacter xylosoxidans,1.0,1
222,1,2626865,unclassified Achromobacter,1.0,1
2626865,2,1758194,Achromobacter sp. AONIH1,1.0,1
2975441,1,93681,Roseateles,1.0,1
93681,2,3019553,Paucibacter sediminis,1.0,1
2008794,1,12960,Azoarcus,13.0,13
12960,1,2629479,unclassified Azoarcus,13.0,13
2629479,2,748247,Azoarcus sp. KH32C,13.0,13
32011,1,16,Methylophilus,1.0,1
16,2,17,Methylophilus methylotrophus,1.0,1
2008790,1,1938335,Sulfuritortus,1.0,1
1938335,2,1914471,Sulfuritortus calidifontis,1.0,1
2705999,1,2706000,Casimicrobium,1.0,1
2706000,2,2591109,Casimicrobium huifangae,1.0,1
712,1,724,Haemophilus,33873.0,33873
724,2,729,Haemophilus parainfluenzae,33420.0,33420
724,2,726,Haemophilus haemolyticus,159.0,159
724,2,727,Haemophilus influenzae,143.0,143
724,2,735,Haemophilus parahaemolyticus,22.0,22
724,2,730,[Haemophilus] ducreyi,1.0,1
724,2,249188,Haemophilus pittmaniae,1.0,1
712,1,745,Pasteurella,5.0,5
745,2,747,Pasteurella multocida,5.0,5
712,1,713,Actinobacillus,2.0,2
713,2,718,Actinobacillus equuli,2.0,2
712,1,2899790,Mergibacter,1.0,1
2899790,2,221402,Mergibacter septicus,1.0,1
712,1,2094023,Glaesserella,1.0,1
2094023,2,738,Glaesserella parasuis,1.0,1
712,1,1960084,Rodentibacter,1.0,1
1960084,2,1796644,Rodentibacter caecimuris,1.0,1
712,1,416916,Aggregatibacter,1.0,1
416916,2,714,Aggregatibacter actinomycetemcomitans,1.0,1
712,1,75984,Mannheimia,1.0,1
75984,2,85404,Mannheimia varigena,1.0,1
135621,1,286,Pseudomonas,134.0,134
286,1,196821,unclassified Pseudomonas,23.0,23
196821,2,2871095,Pseudomonas sp. DR48,8.0,8
196821,2,3078264,Pseudomonas sp. C9-3,4.0,4
196821,2,3020907,Pseudomonas sp. JBR1,2.0,2
196821,2,3139142,Pseudomonas sp. RC10,1.0,1
196821,2,2893890,Pseudomonas sp. KNUC1026,1.0,1
196821,2,3136561,Pseudomonas sp. TMP25,1.0,1
196821,2,1649877,Pseudomonas sp. CCOS 191,1.0,1
196821,2,1344094,Pseudomonas sp. HN11,1.0,1
196821,2,2986947,Pseudomonas sp. WJP1,1.0,1
196821,2,2804761,Pseudomonas sp. 15A4,1.0,1
286,1,136849,Pseudomonas syringae group,13.0,13
