parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1268,1,32207,Rothia,458920.0,458920
32207,2,43675,Rothia mucilaginosa,442928.0,442928
32207,2,2047,Rothia dentocariosa,15917.0,15917
32207,2,396015,Rothia terrae,1.0,1
1268,1,1269,Micrococcus,404.0,404
1269,2,1270,Micrococcus luteus,369.0,369
1269,2,566027,Micrococcus yunnanensis,1.0,1
1268,1,1663,Arthrobacter,1.0,1
1663,1,235627,unclassified Arthrobacter,1.0,1
235627,2,2830993,Arthrobacter sp. StoSoilB13,1.0,1
85023,1,33886,Rathayibacter,1.0,1
33886,2,59737,Rathayibacter iranicus,1.0,1
85023,1,120212,Subtercola,1.0,1
120212,2,2895559,Subtercola endophyticus,1.0,1
85017,1,254250,Isoptericola,1.0,1
254250,1,2623355,unclassified Isoptericola,1.0,1
2623355,2,3024246,Isoptericola sp. AK164,1.0,1
85019,1,1696,Brevibacterium,1.0,1
1696,2,273384,Brevibacterium aurantiacum,1.0,1
2049,1,2529408,Schaalia,4385.0,4385
2529408,2,1660,Schaalia odontolytica,4294.0,4294
2529408,1,2691889,unclassified Schaalia,75.0,75
2691889,2,3059028,Schaalia sp. HMT-172,75.0,75
2529408,2,52773,Schaalia meyeri,7.0,7
2529408,2,181487,Schaalia cardiffensis,2.0,2
2049,1,1654,Actinomyces,51.0,51
1654,2,1852377,Actinomyces pacaensis,49.0,49
1654,2,111015,Actinomyces radicidentis,2.0,2
2049,1,184869,Varibaculum,1.0,1
184869,2,2811781,Varibaculum prostatecancerukia,1.0,1
2062,1,1883,Streptomyces,5.0,5
1883,1,2593676,unclassified Streptomyces,3.0,3
2593676,2,2072505,Streptomyces sp. Go-475,2.0,2
2593676,2,2801030,Streptomyces sp. DSM 40750,1.0,1
1883,2,1648182,Streptomyces yangpuensis,1.0,1
1883,2,2879846,Streptomyces halobius,1.0,1
1762,1,1763,Mycobacterium,1.0,1
1763,1,77643,Mycobacterium tuberculosis complex,1.0,1
77643,2,78331,Mycobacterium canetti,1.0,1
85025,1,1827,Rhodococcus,1.0,1
1827,1,192944,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),1.0,1
192944,2,2507582,Rhodococcus sp. ABRD24,1.0,1
85029,1,37914,Dietzia,1.0,1
37914,1,2617939,unclassified Dietzia,1.0,1
31953,1,1678,Bifidobacterium,2.0,2
1678,1,2608897,unclassified Bifidobacterium,1.0,1
2608897,2,2983230,Bifidobacterium sp. ESL0775,1.0,1
1678,2,1683,Bifidobacterium angulatum,1.0,1
2004,1,83681,Nonomuraea,1.0,1
2012,1,1988,Actinomadura,1.0,1
1988,1,2626254,unclassified Actinomadura,1.0,1
2626254,2,1219491,Actinomadura sp. WMMB 499,1.0,1
31957,1,203133,Propionimicrobium,1.0,1
203133,1,2633994,unclassified Propionimicrobium,1.0,1
2633994,2,3052086,Propionimicrobium sp. PCR01-08-3,1.0,1
2070,1,65496,Actinoalloteichus,1.0,1
65496,2,340345,Actinoalloteichus hymeniacidonis,1.0,1
1643824,1,2767353,Lancefieldella,34.0,34
2767353,2,1382,Lancefieldella parvula,34.0,34
1300,1,1301,Streptococcus,32295.0,32294
1301,2,1307,Streptococcus suis,24279.0,24279
1301,2,1335,Streptococcus equinus,3238.0,3238
1301,2,2686210,Streptococcus ruminicola,1496.0,1496
1301,2,102684,Streptococcus infantarius,699.0,699
1301,2,315405,Streptococcus gallolyticus,467.0,467
1301,2,150055,Streptococcus lutetiensis,329.0,329
1301,2,59310,Streptococcus macedonicus,88.0,88
1301,2,29389,Streptococcus alactolyticus,66.0,66
1301,2,197614,Streptococcus pasteurianus,62.0,62
1301,2,113107,Streptococcus australis,61.0,61
1301,1,2608887,unclassified Streptococcus,49.0,49
2608887,2,2598453,Streptococcus sp. 116-D4,7.0,7
2608887,2,3028082,Streptococcus sp. 29896,6.0,6
2608887,2,2759692,Streptococcus sp. Marseille-Q3533,4.0,4
2608887,2,712633,Streptococcus sp. oral taxon 431,3.0,3
2608887,2,1839799,Streptococcus sp. FDAARGOS_192,3.0,3
2608887,2,3077723,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,3.0,3
2608887,2,3038077,Streptococcus sp. D7B5,3.0,3
2608887,2,2664091,Streptococcus sp. zg-86,3.0,3
2608887,2,3020829,Streptococcus sp. HN38,2.0,2
2608887,2,1759399,Streptococcus sp. A12,2.0,2
2608887,2,1902136,Streptococcus sp. NPS 308,2.0,2
2608887,2,2598457,Streptococcus sp. KS 6,2.0,2
2608887,2,1319,Streptococcus sp. 'group B',1.0,1
2608887,2,2975324,Streptococcus sp. FSL R7-0248,1.0,1
2608887,2,2610896,Streptococcus sp. LPB0220,1.0,1
2608887,2,3028084,Streptococcus sp. 29887,1.0,1
1301,1,119603,Streptococcus dysgalactiae group,38.0,38
119603,2,1334,Streptococcus dysgalactiae,24.0,24
119603,2,1336,Streptococcus equi,14.0,14
1301,2,1308,Streptococcus thermophilus,25.0,25
1301,2,1314,Streptococcus pyogenes,21.0,21
1301,2,82348,Streptococcus pluranimalium,18.0,18
1301,2,1349,Streptococcus uberis,18.0,18
1301,1,671232,Streptococcus anginosus group,17.0,17
671232,2,1328,Streptococcus anginosus,9.0,9
671232,2,1338,Streptococcus intermedius,3.0,3
671232,2,76860,Streptococcus constellatus,3.0,3
1301,2,1304,Streptococcus salivarius,17.0,17
1301,2,1341,Streptococcus ratti,15.0,15
1301,2,1303,Streptococcus oralis,14.0,14
1301,2,1311,Streptococcus agalactiae,14.0,14
1301,2,1329,Streptococcus canis,13.0,13
1301,2,1501662,Streptococcus parasuis,12.0,12
1301,2,1340,Streptococcus porcinus,12.0,12
1301,2,1326,Streptococcus acidominimus,12.0,12
1301,2,1302,Streptococcus gordonii,12.0,12
1301,2,1313,Streptococcus pneumoniae,12.0,12
1301,2,1348,Streptococcus parauberis,11.0,11
1301,2,1318,Streptococcus parasanguinis,11.0,11
1301,2,1309,Streptococcus mutans,10.0,10
1301,2,1345,Streptococcus ferus,10.0,10
1301,2,400065,Streptococcus merionis,10.0,10
1301,2,1346,Streptococcus iniae,9.0,9
1301,2,254785,Streptococcus halichoeri,9.0,9
1301,2,2173853,Streptococcus chenjunshii,9.0,9
1301,2,1814128,Streptococcus halotolerans,7.0,7
1301,2,102886,Streptococcus didelphis,7.0,7
1301,2,1310,Streptococcus sobrinus,7.0,7
1301,2,1305,Streptococcus sanguinis,7.0,7
1301,2,149016,Streptococcus urinalis,6.0,6
1301,2,45634,Streptococcus cristatus,6.0,6
1301,2,1111760,Streptococcus troglodytae,6.0,6
1301,2,2021971,Streptococcus respiraculi,5.0,5
1301,2,28037,Streptococcus mitis,5.0,5
1301,2,68892,Streptococcus infantis,4.0,4
1301,2,1917441,Streptococcus ruminantium,4.0,4
1301,2,1825069,Streptococcus marmotae,3.0,3
1301,2,1433513,Streptococcus gwangjuense,2.0,2
1301,2,257758,Streptococcus pseudopneumoniae,2.0,2
1301,2,1156431,Streptococcus ilei,1.0,1
1301,2,361101,Streptococcus pseudoporcinus,1.0,1
81852,1,1350,Enterococcus,38.0,38
1350,2,1352,Enterococcus faecium,17.0,17
1350,2,1351,Enterococcus faecalis,8.0,8
1350,2,1354,Enterococcus hirae,5.0,5
1350,2,41997,Enterococcus saccharolyticus,2.0,2
1350,2,37734,Enterococcus casseliflavus,1.0,1
1350,2,44009,Enterococcus dispar,1.0,1
1350,2,2005703,Enterococcus wangshanyuanii,1.0,1
1350,2,53346,Enterococcus mundtii,1.0,1
33958,1,1578,Lactobacillus,6.0,6
1578,2,1579,Lactobacillus acidophilus,3.0,3
1578,2,1587,Lactobacillus helveticus,1.0,1
1578,2,147802,Lactobacillus iners,1.0,1
33958,1,2767887,Ligilactobacillus,3.0,3
2767887,2,1624,Ligilactobacillus salivarius,3.0,3
33958,1,46255,Weissella,2.0,2
46255,2,1629,Weissella viridescens,1.0,1
46255,2,1631871,Weissella jogaejeotgali,1.0,1
33958,1,2742598,Limosilactobacillus,1.0,1
33958,1,2767885,Latilactobacillus,1.0,1
2767885,2,28038,Latilactobacillus curvatus,1.0,1
186828,1,2747,Carnobacterium,1.0,1
2747,2,2751,Carnobacterium maltaromaticum,1.0,1
186828,1,29393,Dolosigranulum,1.0,1
29393,2,29394,Dolosigranulum pigrum,1.0,1
186828,1,1470540,Jeotgalibaca,1.0,1
186827,1,13075,Globicatella,1.0,1
13075,2,13076,Globicatella sanguinis,1.0,1
539738,1,1378,Gemella,76.0,76
1378,2,1379,Gemella haemolysans,75.0,75
1378,2,84135,Gemella sanguinis,1.0,1
90964,1,1279,Staphylococcus,17.0,17
1279,2,1280,Staphylococcus aureus,9.0,9
1279,2,74706,Staphylococcus coagulans,1.0,1
1279,1,2815305,Staphylococcus intermedius group,1.0,1
2815305,2,283734,Staphylococcus pseudintermedius,1.0,1
1279,2,246432,Staphylococcus equorum,1.0,1
90964,1,69965,Macrococcus,2.0,2
69965,2,2875764,Macrococcus armenti,2.0,2
186817,1,1386,Bacillus,6.0,6
1386,1,86661,Bacillus cereus group,3.0,3
86661,2,64104,Bacillus pseudomycoides,3.0,3
1386,1,185979,unclassified Bacillus (in: firmicutes),1.0,1
185979,2,352858,Bacillus sp. Y1,1.0,1
186817,1,2675232,Neobacillus,4.0,4
2675232,1,2675272,unclassified Neobacillus,4.0,4
2675272,2,3047873,Neobacillus sp. WH10,3.0,3
2675272,2,3070679,Neobacillus sp. PS3-40,1.0,1
186817,1,2675233,Metabacillus,2.0,2
2675233,2,2567941,Metabacillus sediminilitoris,2.0,2
186817,1,2675229,Peribacillus,1.0,1
2675229,2,450367,Peribacillus frigoritolerans,1.0,1
186817,1,400634,Lysinibacillus,1.0,1
400634,2,1421,Lysinibacillus sphaericus,1.0,1
186817,1,29331,Amphibacillus,1.0,1
29331,2,1449,Amphibacillus xylanus,1.0,1
186822,1,44249,Paenibacillus,10.0,10
44249,1,185978,unclassified Paenibacillus,7.0,7
185978,2,2996034,Paenibacillus sp. SYP-B4298,4.0,4
185978,2,2954532,Paenibacillus sp. FSL R7-0313,1.0,1
185978,2,2908839,Paenibacillus sp. YPD9-1,1.0,1
185978,2,1536774,Paenibacillus sp. FSL H7-0357,1.0,1
44249,2,49283,Paenibacillus thiaminolyticus,2.0,2
44249,2,3050112,Paenibacillus polygoni,1.0,1
186818,1,1649,Kurthia,1.0,1
31977,1,29465,Veillonella,27097.0,27097
29465,2,2682456,Veillonella nakazawae,19522.0,19522
29465,2,39778,Veillonella dispar,2977.0,2977
29465,2,29466,Veillonella parvula,2527.0,2527
29465,2,39777,Veillonella atypica,848.0,848
29465,2,423477,Veillonella rogosae,57.0,57
29465,1,2630086,unclassified Veillonella,56.0,56
2630086,2,2682455,Veillonella sp. S12025-13,56.0,56
29465,2,248315,Veillonella rodentium,12.0,12
186804,1,1870884,Clostridioides,4.0,4
1870884,2,1496,Clostridioides difficile,4.0,4
186804,1,1257,Peptostreptococcus,3.0,3
1257,2,3003601,Peptostreptococcus equinus,3.0,3
186804,1,1505652,Terrisporobacter,1.0,1
186803,1,1843210,Anaerocolumna,2.0,2
1843210,1,2642604,unclassified Anaerocolumna,2.0,2
2642604,2,3070997,Anaerocolumna sp. MB42-C2,2.0,2
186803,1,572511,Blautia,2.0,2
572511,2,2779518,Blautia liquoris,1.0,1
186803,1,2316020,Mediterraneibacter,1.0,1
2316020,2,33038,Mediterraneibacter gnavus,1.0,1
186803,1,2719313,Enterocloster,1.0,1
2719313,2,208479,Enterocloster bolteae,1.0,1
186803,1,1164882,Lachnoanaerobaculum,1.0,1
1164882,2,617123,Lachnoanaerobaculum umeaense,1.0,1
216572,1,216851,Faecalibacterium,2.0,2
216572,1,2892396,Vescimonas,1.0,1
2892396,2,2714353,Vescimonas fastidiosa,1.0,1
31979,1,1485,Clostridium,3.0,3
