read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP033459.1,1018,root,1018,Bacteria,1018,Bacteroidota,1018,Bacteroidia,1017,Bacteroidales,1017,Prevotellaceae,1017,Pseudoprevotella,1017,Pseudoprevotella muciniphila,1017
CAKAFU010000002.1,33,root,8,Bacteria,8,Bacteroidota,6,Bacteroidia,6,Bacteroidales,6,Prevotellaceae,4,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,830,root,830,Bacteria,830,Bacteroidota,830,Bacteroidia,828,Bacteroidales,828,Bacteroidaceae,815,Bacteroides,813,Bacteroides fragilis,805
NZ_CP049272.1,11625,root,11624,Bacteria,11624,Campylobacterota,11624,Epsilonproteobacteria,11624,Campylobacterales,11624,Campylobacteraceae,11624,Campylobacter,11624,Campylobacter concisus,11607
NZ_LT635457.1,59,root,59,Bacteria,59,Actinomycetota,59,Actinomycetes,59,Actinomycetales,59,Actinomycetaceae,59,Actinomyces,59,Actinomyces pacaensis,59
NZ_CP012544.1,148,root,148,Bacteria,148,Campylobacterota,148,Epsilonproteobacteria,148,Campylobacterales,148,Campylobacteraceae,148,Campylobacter,148,Campylobacter showae,148
NZ_CP022386.1,172,root,172,Bacteria,172,Bacteroidota,172,Flavobacteriia,172,Flavobacteriales,172,Flavobacteriaceae,172,Capnocytophaga,172,Capnocytophaga gingivalis,170
NZ_CP022384.1,73,root,73,Bacteria,73,Bacteroidota,73,Flavobacteriia,73,Flavobacteriales,73,Flavobacteriaceae,72,Capnocytophaga,72,Capnocytophaga leadbetteri,68
NZ_CP022379.1,18320,root,18315,Bacteria,18315,Bacteroidota,18315,Flavobacteriia,18315,Flavobacteriales,18315,Flavobacteriaceae,18296,Capnocytophaga,18296,Capnocytophaga sputigena,18107
ACIL03000013.1,16,root,4,Bacteria,4,Bacillota,3,Clostridia,2,Eubacteriales,0,Lachnospiraceae,2,Catonella,0,Catonella morbi,0
NZ_CP028101.1,170,root,170,Bacteria,170,Fusobacteriota,170,Fusobacteriia,170,Fusobacteriales,170,Fusobacteriaceae,170,Fusobacterium,170,Fusobacterium nucleatum,146
NZ_CP024703.1,44785,root,44779,Bacteria,44768,Fusobacteriota,44768,Fusobacteriia,44768,Fusobacteriales,44768,Fusobacteriaceae,44761,Fusobacterium,44761,Fusobacterium pseudoperiodonticum,43374
NZ_CP083637.1,129,root,129,Bacteria,129,Bacillota,129,Bacilli,129,Bacillales,129,unclassified Bacillales family,0,Gemella,129,Gemella haemolysans,129
NZ_CP040915.1,95534,root,95532,Bacteria,95532,Actinomycetota,95532,Actinomycetes,95532,Micrococcales,95521,Bogoriellaceae,95506,Georgenia,95506,Georgenia yuyongxinii,95476
NZ_CP031243.1,1037,root,1035,Bacteria,1035,Pseudomonadota,1035,Gammaproteobacteria,1033,Pasteurellales,1033,Pasteurellaceae,1033,Haemophilus,1027,Haemophilus haemolyticus,988
NZ_AP018768.1,256,root,256,Bacteria,256,Pseudomonadota,256,Gammaproteobacteria,256,Pasteurellales,256,Pasteurellaceae,256,Haemophilus,256,Haemophilus influenzae,234
NZ_CP038817.1,571,root,570,Bacteria,570,Pseudomonadota,570,Gammaproteobacteria,570,Pasteurellales,570,Pasteurellaceae,570,Haemophilus,569,Haemophilus parahaemolyticus,566
NZ_CP035368.2,30656,root,30641,Bacteria,30641,Pseudomonadota,30640,Gammaproteobacteria,30635,Pasteurellales,30629,Pasteurellaceae,30629,Haemophilus,30517,Haemophilus parainfluenzae,30317
