accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP071986.1,8913,Helicobacter,209,0.9999087583922226,0.9798047795355099,0.9999989928446649,8733,1985789,2,180,Helicobacter pylori,210,0.9998626362608186,0.9694827779647706,0.9999989928446649,8641,1985789,2,272
NZ_CP068103.1,7605,Peptoniphilus,162289,0.9994746087640071,0.8627218934911243,0.9999979870152418,6561,1987095,4,1044,Peptoniphilus harei,54005,0.9993833671562297,0.8385272846811308,0.9999989935076209,6377,1987097,2,1228
NZ_CP054018.1,295898,Rothia,32207,0.9983721895579495,0.9890367626682167,0.9999982340538002,292654,1698803,3,3244,Rothia dentocariosa,2047,0.9920058314416575,0.9461165671954525,0.9999988227025334,279954,1698804,2,15944
NZ_CP040348.1,112202,Collinsella,102106,0.9986905325301398,0.9767205575658188,1.0,109590,1882502,0,2612,Collinsella aerofaciens,74426,0.99854665153326,0.9741626708971319,1.0,109303,1882502,0,2899
NZ_CP066811.1,11016,Peptacetobacter,2743582,0.9995127096551669,0.9117647058823529,1.0,10044,1983688,0,972,Peptacetobacter hiranonis,89152,0.9995127096551669,0.9117647058823529,1.0,10044,1983688,0,972
NZ_CP033459.1,27581,Pseudoprevotella,2884814,0.9997508402249156,0.9819803487908343,1.0,27084,1967123,0,497,Pseudoprevotella muciniphila,2133944,0.9997508402249156,0.9819803487908343,1.0,27084,1967123,0,497
NZ_CP027228.1,9952,Mogibacterium,86331,0.9999007371519785,0.980104501607717,1.0,9754,1984752,0,198,Mogibacterium diversum,114527,0.999842081832693,0.9683480707395499,1.0,9637,1984752,0,315
NZ_AP025575.1,17216,Eggerthella,84111,0.9998175167844452,0.9791473048327137,0.9999974715396504,16857,1977483,5,359,Eggerthella lenta,84112,0.9994355052178168,0.9348280669144982,0.9999979772317202,16094,1977484,4,1122
NZ_CP073804.1,11597,Macrococcus,69965,0.9998360659025098,0.972234198499612,0.9999974787038722,11275,1983102,5,322,Macrococcus canis,1855823,0.9994189614098132,0.9000603604380443,1.0,10438,1983107,0,1159
NZ_CP050134.2,87075,Corynebacterium,1716,0.9996345322413751,0.9920183749641114,0.9999821768278843,86380,1907595,34,695,Corynebacterium matruchotii,43768,0.9995929220576085,0.9906747057134654,1.0,86263,1907629,0,812
NZ_CP017428.1,11825,Staphylococcus,1279,0.9998751694487001,0.9833403805496829,0.9999737755052124,11628,1982827,52,197,Staphylococcus simulans,1286,0.9997678853604345,0.9611839323467231,0.9999979827311701,11366,1982875,4,459
NZ_CP077403.1,41914,Jonesia,43673,0.9996621052547144,0.9839671708736938,0.9999989758243334,41242,1952788,2,672,Jonesia denitrificans,43674,0.9996621052547144,0.9839671708736938,0.9999989758243334,41242,1952788,2,672
NZ_CP117966.1,12632,Roseburia,841,0.9984483913402691,0.7549873337555415,1.0,9537,1982072,0,3095,Roseburia hominis,301301,0.9983947492961361,0.7465167827739075,1.0,9430,1982072,0,3202
NZ_CP040915.1,7446,Georgenia,154116,0.9998721614836086,0.9658877249529949,0.9999994967940751,7192,1987257,1,254,Georgenia yuyongxinii,2589797,0.9998701561735476,0.9652162234756917,1.0,7187,1987258,0,259
