parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
186803,1,1164882,Lachnoanaerobaculum,177382,177382
1164882,2,617123,Lachnoanaerobaculum umeaense,175972,175972
1164882,2,2490855,Lachnoanaerobaculum gingivalis,58,58
186803,1,572511,Blautia,7,7
572511,2,1796616,Blautia pseudococcoides,4,4
572511,2,2877527,Blautia parvula,2,2
572511,2,1912897,Blautia argi,1,1
186803,1,2316020,Mediterraneibacter,3,3
2316020,2,33039,[Ruminococcus] torques,3,3
186803,1,1506553,Lachnoclostridium,2,2
1506553,2,29347,[Clostridium] scindens,2,2
186803,1,1843210,Anaerocolumna,1,1
1843210,2,2696063,Anaerocolumna sedimenticola,1,1
186803,1,1663717,Herbinix,1,1
1663717,2,1679721,Herbinix luporum,1,1
186803,1,1213720,Stomatobaculum,1,1
1213720,1,2643635,unclassified Stomatobaculum,1,1
2643635,2,3059030,Stomatobaculum sp. F0698,1,1
3030910,1,86331,Mogibacterium,50840,50840
86331,2,114527,Mogibacterium diversum,50350,50350
86331,2,114528,Mogibacterium neglectum,10,10
86331,2,86332,Mogibacterium pumilum,9,9
186804,1,1870884,Clostridioides,3,3
1870884,2,1496,Clostridioides difficile,3,3
186804,1,1505652,Terrisporobacter,1,1
1505652,2,1541,Terrisporobacter mayombei,1,1
3118656,1,114627,Alkaliphilus,1,1
114627,1,2646756,unclassified Alkaliphilus,1,1
2646756,2,2731219,Alkaliphilus sp. B6464,1,1
31979,1,1485,Clostridium,24944,24944
1485,2,1492,Clostridium butyricum,12086,12086
1485,1,2614128,unclassified Clostridium,77,77
2614128,2,2992805,Clostridium sp. LQ25,50,50
2614128,2,641107,Clostridium sp. DL-VIII,12,12
2614128,2,2930219,Clostridium sp. BJN0001,6,6
2614128,2,3070681,Clostridium sp. OS1-26,1,1
2614128,2,755731,Clostridium sp. BNL1100,1,1
2614128,2,1155388,Clostridium sp. C1,1,1
2614128,2,2483110,Clostridium sp. JN-1,1,1
2614128,2,2507159,Clostridium sp. JN-9,1,1
1485,2,169679,Clostridium saccharobutylicum,39,39
1485,2,1520,Clostridium beijerinckii,19,19
1485,2,1491,Clostridium botulinum,15,15
1485,2,36745,Clostridium saccharoperbutylacetonicum,14,14
1485,2,704125,Clostridium gelidum,13,13
1485,2,1502,Clostridium perfringens,9,9
1485,2,394958,Clostridium taeniosporum,7,7
1485,2,1504,Clostridium septicum,6,6
1485,2,36839,Clostridium felsineum,5,5
1485,2,1561,Clostridium baratii,5,5
1485,2,238834,Clostridium estertheticum,3,3
1485,2,94869,Clostridium gasigenes,3,3
1485,2,46867,Clostridium chauvoei,3,3
1485,2,2320868,Clostridium manihotivorum,3,3
1485,2,182773,Clostridium isatidis,2,2
1485,2,1493,Clostridium cellulovorans,2,2
1485,2,1534,Clostridium kluyveri,2,2
1485,2,1529,Clostridium cadaveris,2,2
1485,2,36845,Clostridium intestinale,2,2
1485,2,1519,Clostridium tyrobutyricum,2,2
1485,2,1542,Clostridium novyi,1,1
1485,2,1509,Clostridium sporogenes,1,1
1485,2,1513,Clostridium tetani,1,1
1485,2,29341,Clostridium argentinense,1,1
1485,2,1216932,Clostridium bornimense,1,1
1485,2,2068654,Clostridium fermenticellae,1,1
31979,1,44258,Caloramator,1,1
44258,1,2629145,unclassified Caloramator,1,1
2629145,2,2576307,Caloramator sp. E03,1,1
31979,1,1434026,Oceanirhabdus,1,1
1434026,1,2675010,unclassified Oceanirhabdus,1,1
2675010,2,2999116,Oceanirhabdus sp. W0125-5,1,1
216572,1,216851,Faecalibacterium,1634,1634
216851,2,853,Faecalibacterium prausnitzii,1532,1532
216851,1,2646395,unclassified Faecalibacterium,3,3
2646395,2,2929491,Faecalibacterium sp. HTF-F,1,1
2646395,2,2929493,Faecalibacterium sp. I3-3-89,1,1
2646395,2,3030639,Faecalibacterium sp. CYL33,1,1
216572,1,1637257,Mageeibacillus,3,3
1637257,2,884684,Mageeibacillus indolicus,3,3
216572,1,3079925,Amygdalobacter,1,1
3079925,2,3029274,Amygdalobacter nucleatus,1,1
216572,1,1508657,Ruminiclostridium,1,1
1508657,2,2488810,Ruminiclostridium herbifermentans,1,1
216572,1,1263,Ruminococcus,1,1
1263,2,438033,Ruminococcus gauvreauii,1,1
186806,1,1730,Eubacterium,1,1
1730,2,39496,Eubacterium ventriosum,1,1
186807,1,2282742,Desulfofarcimen,1,1
2282742,2,58138,Desulfofarcimen acetoxidans,1,1
538999,1,1686313,Fenollaria,1,1
1686313,2,2811778,Fenollaria sporofastidiosus,1,1
186814,1,1754,Thermoanaerobacter,2,2
1754,2,46354,Thermoanaerobacter wiegelii,2,2
972,1,2330,Halanaerobium,1,1
2330,2,2331,Halanaerobium praevalens,1,1
3085657,1,2039302,Monoglobus,1,1
2039302,2,1981510,Monoglobus pectinilyticus,1,1
1300,1,1301,Streptococcus,45390,45390
1301,2,1303,Streptococcus oralis,40758,40758
1301,1,2608887,unclassified Streptococcus,98,98
2608887,2,2759692,Streptococcus sp. Marseille-Q3533,13,13
2608887,2,1902136,Streptococcus sp. NPS 308,11,11
2608887,2,712633,Streptococcus sp. oral taxon 431,10,10
2608887,2,712624,Streptococcus sp. oral taxon 064,9,9
2608887,2,3038077,Streptococcus sp. D7B5,9,9
2608887,2,2975349,Streptococcus sp. FSL W8-0197,8,8
2608887,2,2576376,Streptococcus sp. 1643,7,7
2608887,2,2598453,Streptococcus sp. 116-D4,5,5
2608887,2,2972784,Streptococcus sp. Marseille-Q6470,4,4
2608887,2,712623,Streptococcus sp. oral taxon 061,3,3
2608887,2,3077584,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,3,3
2608887,2,2598457,Streptococcus sp. KS 6,2,2
2608887,2,1759399,Streptococcus sp. A12,2,2
2608887,2,2583584,Streptococcus sp. NCTC 11567,1,1
2608887,2,3098076,Streptococcus sp. S5,1,1
2608887,2,3077723,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,1,1
2608887,2,3028082,Streptococcus sp. 29896,1,1
2608887,2,2993430,Streptococcus sp. SP4011,1,1
1301,2,1313,Streptococcus pneumoniae,93,93
1301,1,119603,Streptococcus dysgalactiae group,28,28
119603,2,1336,Streptococcus equi,23,23
119603,2,1334,Streptococcus dysgalactiae,5,5
1301,1,671232,Streptococcus anginosus group,28,28
671232,2,1328,Streptococcus anginosus,18,18
671232,2,1338,Streptococcus intermedius,8,8
671232,2,76860,Streptococcus constellatus,2,2
1301,2,28037,Streptococcus mitis,23,23
1301,2,113107,Streptococcus australis,16,16
1301,2,1302,Streptococcus gordonii,10,10
1301,2,1305,Streptococcus sanguinis,7,7
1301,2,1308,Streptococcus thermophilus,6,6
1301,2,1304,Streptococcus salivarius,6,6
1301,2,68892,Streptococcus infantis,6,6
1301,2,257758,Streptococcus pseudopneumoniae,5,5
1301,2,33040,Streptococcus milleri,4,4
1301,2,1311,Streptococcus agalactiae,3,3
1301,2,1307,Streptococcus suis,3,3
1301,2,1156431,Streptococcus ilei,3,3
1301,2,1811193,Streptococcus pantholopis,2,2
1301,2,1501662,Streptococcus parasuis,2,2
1301,2,684066,Streptococcus lactarius,2,2
1301,2,361101,Streptococcus pseudoporcinus,2,2
1301,2,2819619,Streptococcus toyakuensis,2,2
1301,2,1335,Streptococcus equinus,1,1
1301,2,1309,Streptococcus mutans,1,1
1301,2,1310,Streptococcus sobrinus,1,1
1301,2,2490633,Streptococcus periodonticum,1,1
1301,2,2382163,Streptococcus koreensis,1,1
1301,2,2173853,Streptococcus chenjunshii,1,1
1301,2,2021971,Streptococcus respiraculi,1,1
1301,2,1888195,Streptococcus himalayensis,1,1
1301,2,1825069,Streptococcus marmotae,1,1
1301,2,1314,Streptococcus pyogenes,1,1
1301,2,1318,Streptococcus parasanguinis,1,1
1301,2,1433513,Streptococcus gwangjuense,1,1
1301,2,1329,Streptococcus canis,1,1
1301,2,1340,Streptococcus porcinus,1,1
1301,2,29389,Streptococcus alactolyticus,1,1
1301,2,45634,Streptococcus cristatus,1,1
1301,2,1346,Streptococcus iniae,1,1
33958,1,1578,Lactobacillus,6,6
1578,2,147802,Lactobacillus iners,3,3
1578,2,33959,Lactobacillus johnsonii,1,1
1578,2,227945,Lactobacillus ultunensis,1,1
1578,2,1579,Lactobacillus acidophilus,1,1
33958,1,2767887,Ligilactobacillus,4,4
2767887,2,1624,Ligilactobacillus salivarius,2,2
2767887,2,762833,Ligilactobacillus faecis,2,2
33958,1,2767842,Lactiplantibacillus,2,2
2767842,2,1590,Lactiplantibacillus plantarum,2,2
33958,1,2930384,Periweissella,1,1
2930384,2,2506420,Periweissella cryptocerci,1,1
33958,1,1243,Leuconostoc,1,1
1243,2,1252,Leuconostoc carnosum,1,1
33958,1,2759736,Lacticaseibacillus,1,1
2759736,2,3025672,Lacticaseibacillus pabuli,1,1
33958,1,2767874,Acetilactobacillus,1,1
2767874,2,1720083,Acetilactobacillus jinshanensis,1,1
33958,1,2767889,Loigolactobacillus,1,1
2767889,2,375175,Loigolactobacillus backii,1,1
33958,1,2767878,Bombilactobacillus,1,1
2767878,2,2923363,Bombilactobacillus thymidiniphilus,1,1
186828,1,117563,Granulicatella,6,6
117563,2,46124,Granulicatella adiacens,4,4
117563,2,137732,Granulicatella elegans,2,2
186828,1,29393,Dolosigranulum,4,4
29393,2,29394,Dolosigranulum pigrum,4,4
81852,1,1350,Enterococcus,3,3
1350,1,2608891,unclassified Enterococcus,1,1
2608891,2,2230879,Enterococcus sp. DIV0849a,1,1
1350,2,1351,Enterococcus faecalis,1,1
539738,1,1378,Gemella,16935,16935
1378,2,84135,Gemella sanguinis,16695,16695
1378,2,29391,Gemella morbillorum,16,16
1378,2,1379,Gemella haemolysans,10,10
1378,1,2624949,unclassified Gemella,6,6
2624949,2,2040624,Gemella sp. ND 6198,3,3
2624949,2,2840371,Gemella sp. zg-570,2,2
186817,1,1386,Bacillus,16292,16292
1386,1,653685,Bacillus subtilis group,1106,1106
653685,1,1938374,Bacillus amyloliquefaciens group,1036,1036
1938374,2,492670,Bacillus velezensis,638,638
1938374,2,1390,Bacillus amyloliquefaciens,111,111
1938374,2,659243,Bacillus siamensis,30,30
653685,2,1452,Bacillus atrophaeus,20,20
653685,2,1423,Bacillus subtilis,11,11
653685,2,72361,Bacillus vallismortis,8,8
653685,2,483913,Bacillus inaquosorum,5,5
653685,1,653388,Bacillus mojavensis subgroup,5,5
653388,2,260554,Bacillus halotolerans,4,4
653388,2,72360,Bacillus mojavensis,1,1
653685,2,96241,Bacillus spizizenii,3,3
653685,2,1402,Bacillus licheniformis,2,2
653685,2,227866,Bacillus tequilensis,2,2
653685,2,2054641,Bacillus stercoris,1,1
1386,1,185979,unclassified Bacillus (in: firmicutes),48,48
185979,2,3139388,Bacillus sp. YBsi01,11,11
185979,2,2665175,Bacillus sp. AM1(2019),5,5
185979,2,2842457,Bacillus sp. JNUCC-22,5,5
185979,2,2975294,Bacillus sp. FSL K6-2861,4,4
185979,2,2975302,Bacillus sp. FSL R5-0443,3,3
185979,2,2821409,Bacillus sp. LJBV19,3,3
185979,2,2049935,Bacillus sp. Lzh-5,2,2
185979,2,2585772,Bacillus sp. HNA3,2,2
185979,2,2921422,Bacillus sp. FSL K6-0138,1,1
185979,2,2975303,Bacillus sp. FSL R5-0447,1,1
185979,2,2867004,Bacillus sp. FCW2,1,1
185979,2,1071078,Bacillus sp. NSP9.1,1,1
185979,2,2093834,Bacillus sp. ZY-1-1,1,1
185979,2,2587848,Bacillus sp. THAF10,1,1
185979,2,2070759,Bacillus sp. MBGLi79,1,1
185979,2,2682541,Bacillus sp. N1-1,1,1
185979,2,2954725,Bacillus sp. PS108,1,1
185979,2,2709781,Bacillus sp. LUNF1,1,1
185979,2,2709784,Bacillus sp. KH172YL63,1,1
185979,2,2789210,Bacillus sp. A1(2020),1,1
1386,1,86661,Bacillus cereus group,8,8
86661,2,1392,Bacillus anthracis,4,4
86661,2,1396,Bacillus cereus,1,1
86661,2,2026186,Bacillus paranthracis,1,1
86661,2,64104,Bacillus pseudomycoides,1,1
86661,2,1428,Bacillus thuringiensis,1,1
