parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
31977,1,29465,Veillonella,75253,75258
29465,2,39777,Veillonella atypica,73979,73984
29465,2,29466,Veillonella parvula,24,24
29465,2,423477,Veillonella rogosae,14,14
29465,2,248315,Veillonella rodentium,8,8
29465,2,39778,Veillonella dispar,7,7
29465,1,2630086,unclassified Veillonella,4,4
2630086,2,2682455,Veillonella sp. S12025-13,4,4
29465,2,2682456,Veillonella nakazawae,1,1
1843491,1,970,Selenomonas,26446,26448
970,1,2637378,unclassified Selenomonas,26358,26360
2637378,2,713030,Selenomonas sp. oral taxon 136,22501,22502
2637378,2,712538,Selenomonas sp. oral taxon 478,49,49
2637378,2,1884263,Selenomonas sp. oral taxon 920,7,7
2637378,2,712528,Selenomonas sp. oral taxon 126,2,2
970,2,69823,Selenomonas sputigena,3,3
970,2,971,Selenomonas ruminantium,1,1
909930,1,33024,Phascolarctobacterium,3,3
33024,2,33025,Phascolarctobacterium faecium,3,3
1300,1,1301,Streptococcus,10787,10787
1301,2,1433513,Streptococcus gwangjuense,8284,8284
1301,2,28037,Streptococcus mitis,82,82
1301,2,1313,Streptococcus pneumoniae,60,60
1301,2,1303,Streptococcus oralis,46,46
1301,1,2608887,unclassified Streptococcus,30,30
2608887,2,2598453,Streptococcus sp. 116-D4,8,8
2608887,2,2993430,Streptococcus sp. SP4011,7,7
2608887,2,2759692,Streptococcus sp. Marseille-Q3533,3,3
2608887,2,3077584,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,2,2
2608887,2,712633,Streptococcus sp. oral taxon 431,1,1
2608887,2,1902136,Streptococcus sp. NPS 308,1,1
2608887,2,2975349,Streptococcus sp. FSL W8-0197,1,1
2608887,2,2610896,Streptococcus sp. LPB0220,1,1
2608887,2,2576376,Streptococcus sp. 1643,1,1
1301,2,1307,Streptococcus suis,7,7
1301,2,257758,Streptococcus pseudopneumoniae,7,7
1301,1,671232,Streptococcus anginosus group,4,4
671232,2,1338,Streptococcus intermedius,2,2
671232,2,1328,Streptococcus anginosus,1,1
671232,2,76860,Streptococcus constellatus,1,1
1301,2,1311,Streptococcus agalactiae,4,4
1301,2,2819619,Streptococcus toyakuensis,3,3
1301,1,119603,Streptococcus dysgalactiae group,3,3
119603,2,1336,Streptococcus equi,2,2
119603,2,1334,Streptococcus dysgalactiae,1,1
1301,2,1318,Streptococcus parasanguinis,3,3
1301,2,1314,Streptococcus pyogenes,3,3
1301,2,1302,Streptococcus gordonii,2,2
1301,2,1310,Streptococcus sobrinus,2,2
1301,2,1349,Streptococcus uberis,2,2
1301,2,45634,Streptococcus cristatus,2,2
1301,2,1308,Streptococcus thermophilus,1,1
1301,2,684066,Streptococcus lactarius,1,1
1301,2,1234680,Streptococcus rubneri,1,1
1301,2,1305,Streptococcus sanguinis,1,1
1301,2,1501662,Streptococcus parasuis,1,1
1301,2,82348,Streptococcus pluranimalium,1,1
1301,2,68892,Streptococcus infantis,1,1
1301,2,2382163,Streptococcus koreensis,1,1
1301,2,1340,Streptococcus porcinus,1,1
1301,2,2490633,Streptococcus periodonticum,1,1
1301,2,1304,Streptococcus salivarius,1,1
1301,2,1341,Streptococcus ratti,1,1
1300,1,1357,Lactococcus,3,3
1357,2,1151742,Lactococcus taiwanensis,2,2
1357,2,1363,Lactococcus garvieae,1,1
33958,1,2742598,Limosilactobacillus,7649,7649
2742598,2,1613,Limosilactobacillus fermentum,7612,7612
2742598,2,1598,Limosilactobacillus reuteri,1,1
