accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_AP019829.2,7777,Leptotrichia,32067,0.9995171451016497,0.8763019159058762,0.999998493032536,6815,1990750,3,962,Leptotrichia wadei,157687,0.9988606625870015,0.7072135785007072,1.0,5500,1990753,0,2277
NZ_CP050497.1,15695,Treponema,157,0.9998839146772878,0.9854730805989168,0.999997982686406,15467,1982831,4,228,Treponema vincentii,69710,0.9951804576363628,0.3863013698630137,1.0,6063,1982835,0,9632
NZ_CP019668.1,51282,Burkholderia,32008,0.9991874027410147,0.9683709683709684,0.9999989729094599,49660,1947246,2,1622,Burkholderia cenocepacia,95486,0.9847868183114589,0.4071214071214071,1.0,20878,1947248,0,30404
NZ_CP027232.1,73404,Capnocytophaga,1016,0.9994100663988031,0.9839518282382431,0.9999994805534806,72226,1925125,1,1178,Capnocytophaga sp. oral taxon 864,1316593,0.9762410371623143,0.3531278949376056,1.0,25921,1925126,0,47483
NZ_CP027235.1,5855,Haemophilus,724,0.9998884179872206,0.9627668659265585,0.9999974908100919,5637,1992670,5,218,Haemophilus sp. oral taxon 036,712310,0.9989947611494449,0.6568744662681468,1.0,3846,1992675,0,2009
NZ_CP032621.1,21699,Streptococcus,1301,0.9996942752923399,0.9733167427070372,0.9999838124756238,21120,1976799,32,579,Streptococcus gwangjuense,1433513,0.9951769550619706,0.5557859809207798,1.0,12060,1976831,0,9639
NZ_CP083898.1,25061,Zymomonas,541,0.9997303017718022,0.9784924783528192,1.0,24522,1973469,0,539,Zymomonas mobilis,542,0.9997303017718022,0.9784924783528192,1.0,24522,1973469,0,539
NZ_CP008849.1,224055,Alteromonas,226,0.9987685949172642,0.9890384057485885,0.999997182265177,221599,1774470,5,2456,Alteromonas australica,589873,0.9314316022276373,0.3883823168418469,1.0,87019,1774475,0,137036
NZ_CP089305.1,15931,Limosilactobacillus,2742598,0.9994520972915093,0.9313288556901639,0.9999994956115684,14837,1982598,1,1094,Limosilactobacillus fermentum,1613,0.9993765417581922,0.9217877094972067,1.0,14685,1982599,0,1246
NZ_CP126745.1,112655,Cutibacterium,1912216,0.9994170715475875,0.989658692468155,1.0,111490,1885875,0,1165,Cutibacterium acnes,1747,0.9979985289187553,0.9644933646975279,1.0,108655,1885875,0,4000
NC_002628.3,713810,Methanothermobacter,145260,0.6451967195888978,0.006619408526078369,1.0,4725,1284720,0,709085,Methanothermobacter wolfeii,145261,0.644069891370157,0.0034645073619030274,1.0,2473,1284720,0,711337
NZ_CP031255.1,68701,Neisseria,482,0.9981596473407954,0.9465364405176053,0.9999974090968682,65028,1929824,5,3673,Neisseria elongata,495,0.9960215758582558,0.8842666045617967,1.0,60750,1929829,0,7951
NZ_CP027228.1,18138,Mogibacterium,86331,0.9998033554662678,0.9783327820046311,1.0,17745,1980392,0,393,Mogibacterium diversum,114527,0.9997002797055836,0.9669754107398831,1.0,17539,1980392,0,599
NZ_CP054018.1,73894,Rothia,32207,0.9995871965894932,0.9888353587571386,1.0,73069,1924636,0,825,Rothia dentocariosa,2047,0.998027049881663,0.9466397813083606,1.0,69951,1924636,0,3943
NC_000866.4,106844,Tequatrovirus,10663,0.9889909083176135,0.7940736026356183,1.0,84842,1891686,0,22002,Tequatrovirus T4,10665,0.9589723446733349,0.23257272284826477,1.0,24849,1891686,0,81995
NZ_CP072373.1,17407,Prevotella,838,0.999752317953696,0.9726546791520653,0.9999904094798758,16931,1981104,19,476,Prevotella denticola,28129,0.998718558140233,0.852932728212788,0.9999994952357829,14847,1981122,1,2560
NZ_CP013195.1,9887,Hoylesella,2974257,0.9996067109325354,0.9209062405178517,0.9999979885781409,9105,1988639,4,782,Hoylesella enoeca,76123,0.9996057101969948,0.9204005259431577,0.9999994971445353,9100,1988642,1,787
NZ_CP014239.1,52825,Selenomonas,970,0.9998258720159318,0.9934311405584477,0.9999994860474738,52478,1945704,1,347,Selenomonas sp. oral taxon 136,713030,0.9923033429570735,0.7088121154756271,1.0,37443,1945705,0,15382
NZ_CP012544.1,171593,Campylobacter,194,0.9977023111987311,0.9732914512829778,0.999995073721754,167010,1826928,9,4583,Campylobacter showae,204,0.995105402470816,0.9429930125354764,1.0,161811,1826937,0,9782
NZ_CP020566.1,150495,Veillonella,29465,0.9990192791701901,0.9870294694175886,0.9999956710776582,148543,1848027,8,1952,Veillonella atypica,39777,0.9959610313580481,0.9463836007840792,0.9999983766541218,142426,1848032,3,8069
NZ_CP024700.1,12998,Fusobacterium,848,0.9994280796385343,0.9124480689336821,0.9999974817832198,11860,1985527,5,1138,Fusobacterium pseudoperiodonticum,2663009,0.9971003687710467,0.554162178796738,1.0,7203,1985532,0,5795
NZ_CP032364.1,17218,Lachnoanaerobaculum,1164882,0.9997488153793038,0.9708444650946684,1.0,16716,1981312,0,502,Lachnoanaerobaculum umeaense,617123,0.9997488153793038,0.9708444650946684,1.0,16716,1981312,0,502
NZ_CP046313.1,13349,Gemella,1378,0.9994756145767139,0.921492246610233,1.0,12301,1985181,0,1048,Gemella sanguinis,84135,0.9993215013034581,0.8984193572552251,1.0,11993,1985181,0,1356
NC_001422.1,17957,Sinsheimervirus,1910954,0.9910148959485222,0.0,1.0,0,1980573,0,17957,Sinsheimervirus phiX174,10847,0.9910148959485222,0.0,1.0,0,1980573,0,17957
