parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
85025,1,1817,Nocardia,82693,82981
1817,2,135487,Nocardia cyriacigeorgica,82399,82686
1817,2,1824,Nocardia asteroides,2,2
1817,2,37332,Nocardia seriolae,1,1
1817,1,2637762,unclassified Nocardia,1,1
2637762,2,3058426,Nocardia sp. PE-7,1,1
1817,2,2213200,Nocardia mangyaensis,1,1
1817,2,2055889,Nocardia tengchongensis,1,1
1817,2,209247,Nocardia yamanashiensis,1,1
1817,2,480035,Nocardia wallacei,1,1
85025,1,1827,Rhodococcus,28,28
1827,1,192944,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),6,6
192944,2,2567884,Rhodococcus sp. SGAir0479,2,2
192944,2,1805827,Rhodococcus sp. MTM3W5.2,1,1
192944,2,2962047,Rhodococcus sp. Z13,1,1
192944,2,1653478,Rhodococcus sp. PBTS 1,1,1
192944,2,1564114,Rhodococcus sp. B7740,1,1
1827,1,2840174,Rhodococcus erythropolis group,2,2
2840174,2,334542,Rhodococcus qingshengii,2,2
1827,2,2811421,Rhodococcus pseudokoreensis,2,2
1827,2,37919,Rhodococcus opacus,2,2
1827,2,103816,Rhodococcus pyridinivorans,2,2
1827,2,1828,Rhodococcus fascians,2,2
1827,2,1990687,Rhodococcus oxybenzonivorans,1,1
1827,2,1805840,Rhodococcus sovatensis,1,1
85025,1,2979332,Prescottella,3,3
2979332,1,2979334,unclassified Prescottella,2,2
2979334,2,3064529,Prescottella sp. R16,2,2
2979332,2,43767,Prescottella equi,1,1
1762,1,1763,Mycobacterium,4229,4243
1763,1,2993898,Mycobacterium ulcerans group,4210,4224
2993898,2,1781,Mycobacterium marinum,3030,3040
2993898,2,1809,Mycobacterium ulcerans,78,78
2993898,2,133549,Mycobacterium shottsii,20,20
2993898,2,265949,Mycobacterium pseudoshottsii,18,18
2993898,2,261524,Mycobacterium liflandii,1,1
1763,1,2642494,unclassified Mycobacterium,4,4
2642494,2,3073562,Mycobacterium sp. Z3061,2,2
2642494,2,2903536,Mycobacterium sp. 20KCMC460,2,2
1763,1,77643,Mycobacterium tuberculosis complex,1,1
1762,1,1866885,Mycolicibacterium,1,1
1866885,2,1800,Mycolicibacterium chubuense,1,1
1762,1,2126281,Mycolicibacillus,1,1
2126281,2,1069220,Mycolicibacillus koreensis,1,1
1653,1,1716,Corynebacterium,11,11
1716,2,43770,Corynebacterium striatum,7,7
1716,2,3049799,Corynebacterium breve,3,3
85026,1,2053,Gordonia,6,6
2053,2,410332,Gordonia malaquae,3,3
2053,2,2831662,Gordonia pseudamarae,3,3
2049,1,1654,Actinomyces,38006,38138
1654,2,1655,Actinomyces naeslundii,36173,36299
1654,1,2609248,unclassified Actinomyces,813,815
2609248,2,706438,Actinomyces sp. oral taxon 171,511,512
2609248,2,2789425,Actinomyces sp. HMT 175,184,184
2609248,2,712116,Actinomyces sp. oral taxon 169,107,107
2609248,2,712122,Actinomyces sp. oral taxon 414,5,5
2609248,2,2079536,Actinomyces sp. Z16,1,1
1654,2,544580,Actinomyces oris,597,599
1654,2,1656,Actinomyces viscosus,165,165
1654,2,461393,Actinomyces massiliensis,119,119
1654,2,2737173,Actinomyces marmotae,11,11
1654,2,111015,Actinomyces radicidentis,7,7
1654,2,2057800,Actinomyces qiguomingii,7,7
1654,2,2763540,Actinomyces trachealis,1,1
1654,2,2755559,Actinomyces capricornis,1,1
1654,2,2744574,Actinomyces respiraculi,1,1
1654,2,2057743,Actinomyces wuliandei,1,1
1654,2,1960083,Actinomyces gaoshouyii,1,1
1654,2,52774,Actinomyces slackii,1,1
2049,1,2529408,Schaalia,16,16
2529408,2,1660,Schaalia odontolytica,16,16
2049,1,1069494,Trueperella,1,1
1069494,2,445930,Trueperella abortisuis,1,1
1268,1,32207,Rothia,30023,30127
32207,2,2047,Rothia dentocariosa,29935,30039
32207,2,172042,Rothia aeria,8,8
32207,2,43675,Rothia mucilaginosa,2,2
32207,1,2689056,unclassified Rothia (in: high G+C Gram-positive bacteria),1,1
2689056,2,3047030,Rothia sp. SD9660Na,1,1
1268,1,1663,Arthrobacter,3,3
1663,2,37921,Arthrobacter agilis,3,3
1268,1,1269,Micrococcus,3,3
1269,2,1270,Micrococcus luteus,1,1
1269,2,1273,Micrococcus lylae,1,1
85023,1,33882,Microbacterium,9,9
33882,2,2033,Microbacterium testaceum,4,4
33882,2,904291,Microbacterium sediminis,1,1
33882,2,69362,Microbacterium schleiferi,1,1
33882,2,515415,Microbacterium invictum,1,1
85023,1,33877,Agromyces,3,3
33877,1,2639701,unclassified Agromyces,3,3
2639701,2,2498704,Agromyces sp. LHK192,3,3
85023,1,55968,Leucobacter,3,3
55968,2,2873270,Leucobacter tenebrionis,2,2
55968,2,683042,Leucobacter denitrificans,1,1
85023,1,2034,Curtobacterium,2,2
2034,1,257496,unclassified Curtobacterium,2,2
257496,2,2175645,Curtobacterium sp. MCPF17_002,1,1
257496,2,2175619,Curtobacterium sp. MCJR17_020,1,1
85016,1,1707,Cellulomonas,12,12
1707,1,2620175,unclassified Cellulomonas,11,11
2620175,2,2962632,Cellulomonas sp. NTE-D12,11,11
1707,2,2968084,Cellulomonas chengniuliangii,1,1
2805426,1,57499,Kytococcus,3,3
57499,2,1276,Kytococcus sedentarius,3,3
145358,1,154116,Georgenia,2,2
