read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP041379.1,15058,root,15058,Bacteria,15058,Bacteroidota,15058,Bacteroidia,15058,Bacteroidales,15058,Bacteroidaceae,15024,Bacteroides,15018,Bacteroides intestinalis,14896
NZ_CP065983.1,3883,root,3883,Bacteria,3883,Pseudomonadota,3883,Gammaproteobacteria,3883,Pasteurellales,3883,Pasteurellaceae,3883,Aggregatibacter,3867,Aggregatibacter segnis,3727
NZ_CP032364.1,177475,root,177475,Bacteria,177475,Bacillota,177455,Clostridia,177449,Eubacteriales,0,Lachnospiraceae,177449,Lachnoanaerobaculum,177449,Lachnoanaerobaculum umeaense,177416
NZ_CP033459.1,7352,root,7352,Bacteria,7352,Bacteroidota,7352,Bacteroidia,7348,Bacteroidales,7348,Prevotellaceae,7348,Pseudoprevotella,7347,Pseudoprevotella muciniphila,7347
NZ_CP015402.2,1344,root,1344,Bacteria,1344,Bacteroidota,1344,Bacteroidia,1344,Bacteroidales,1344,Muribaculaceae,1336,Muribaculum,1333,Muribaculum intestinale,1323
NZ_CP073277.1,24994,root,24994,Bacteria,24994,Bacillota,24994,Clostridia,24994,Eubacteriales,24994,Clostridiaceae,24994,Clostridium,24994,Clostridium butyricum,20169
NZ_CP050134.2,15171,root,15171,Bacteria,15171,Actinomycetota,15171,Actinomycetes,15171,Mycobacteriales,15171,Corynebacteriaceae,15171,Corynebacterium,15171,Corynebacterium matruchotii,15171
NZ_CP027235.1,16523,root,16523,Bacteria,16523,Pseudomonadota,16523,Gammaproteobacteria,16523,Pasteurellales,16523,Pasteurellaceae,16523,Haemophilus,16494,Haemophilus sp. oral taxon 036,16156
NZ_CP046027.1,887,root,887,Bacteria,887,Pseudomonadota,886,Betaproteobacteria,881,Neisseriales,881,Neisseriaceae,881,Neisseria,879,Neisseria brasiliensis,874
NZ_AP019822.1,2386,root,2386,Bacteria,2386,Fusobacteriota,2386,Fusobacteriia,2386,Fusobacteriales,2386,Leptotrichiaceae,2386,Pseudoleptotrichia,2385,Pseudoleptotrichia goodfellowii,2385
NZ_CP040121.1,5180,root,5180,Bacteria,5180,Bacteroidota,5180,Bacteroidia,5180,Bacteroidales,5180,Muribaculaceae,5162,Duncaniella,5110,Duncaniella sp. B8,153
NZ_AP025240.1,53744,root,53744,Bacteria,53744,Bacteroidota,53744,Bacteroidia,53718,Bacteroidales,53718,Bacteroidaceae,52260,Phocaeicola,51218,Phocaeicola vulgatus,49919
NZ_AP019735.1,11375,root,11375,Bacteria,11375,Bacteroidota,11375,Bacteroidia,11311,Bacteroidales,11311,Rikenellaceae,11130,Alistipes,11130,Alistipes communis,11118
NZ_CP022022.1,52009,root,52009,Bacteria,52009,Bacteroidota,52009,Flavobacteriia,52009,Flavobacteriales,52009,Flavobacteriaceae,51988,Capnocytophaga,51988,Capnocytophaga endodontalis,51539
NZ_CP127164.1,16408,root,16408,Bacteria,16408,Bacillota,16382,Bacilli,16374,Bacillales,16363,Bacillaceae,16350,Bacillus,16328,Bacillus velezensis,3151
NZ_CP045696.1,14153,root,14153,Bacteria,14153,Bacteroidota,14153,Bacteroidia,14110,Bacteroidales,14110,Muribaculaceae,14061,Sodaliphilus,14061,Sodaliphilus pleomorphus,14061
NZ_AP019831.1,93757,root,93757,Bacteria,93757,Fusobacteriota,93677,Fusobacteriia,93677,Fusobacteriales,93677,Leptotrichiaceae,93665,Leptotrichia,93659,Leptotrichia trevisanii,93074
NZ_CP046313.1,17068,root,17068,Bacteria,17068,Bacillota,17056,Bacilli,17049,Bacillales,17040,unclassified Bacillales family,0,Gemella,17039,Gemella sanguinis,17001
