accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP019962.1,3419,Eubacterium,1730,0.999981904164455,0.9967826849956127,0.9999929384586673,3408,991278,7,11,Eubacterium limosum,1736,0.9996028969422059,0.8844691430242761,1.0,3024,991285,0,395
NC_001722.1,26540,Lentivirus,11646,0.9999969840274091,0.9998869630746043,1.0,26537,968164,0,3,Human immunodeficiency virus 2,11709,0.9999969840274091,0.9998869630746043,1.0,26537,968164,0,3
NZ_CP019668.1,26047,Burkholderia,32008,0.9997808393250656,0.9917840826198795,0.9999958705713168,25833,968653,4,214,Burkholderia cenocepacia,95486,0.9888680451672055,0.5749222559219872,0.9999989676428293,14975,968656,1,11072
NZ_CP120398.1,13251,Salmonella,590,0.9993224114912577,0.9498151082937136,0.9999908299225739,12586,981444,9,665,Salmonella enterica,28901,0.9918669272466986,0.3900837672628481,0.9999918488200658,5169,981445,8,8082
NZ_CP050497.1,70609,Treponema,157,0.9999306326304107,0.9990227874633545,1.0,70540,924095,0,69,Treponema vincentii,69710,0.964318028277759,0.49733036864988883,1.0,35116,924095,0,35493
NZ_CP008852.1,31656,Pelosinus,365348,0.9999597870321221,0.9987364164771292,1.0,31616,963048,0,40,Pelosinus sp. UFO1,484770,0.9998813717447602,0.996272428607531,1.0,31538,963048,0,118
NZ_CP027286.1,32454,Clostridium,1485,0.9990982241953386,0.9737166450976767,0.9999542738373604,31601,962206,44,853,Clostridium chauvoei,46867,0.9986116472840162,0.9574474641030382,1.0,31073,962250,0,1381
NC_076948.1,15552,Rubivirus,11040,0.9933769241905129,0.5763888888888888,1.0,8964,979152,0,6588,Rubivirus rubellae,2846071,0.9933769241905129,0.5763888888888888,1.0,8964,979152,0,6588
NZ_CP036259.1,4321,Sporomusa,2375,0.9999929627306213,0.9983800046285582,1.0,4314,990383,0,7,Sporomusa termitida,2377,0.9999929627306213,0.9983800046285582,1.0,4314,990383,0,7
NZ_AP019735.1,25494,Alistipes,239759,0.999392784185044,0.976621950262807,0.9999917458548715,24898,969202,8,596,Alistipes communis,2585118,0.999183676752079,0.9681493684788578,1.0,24682,969210,0,812
NZ_CP039712.1,53170,Vagococcus,2737,0.9996682430150075,0.9938687229640775,0.9999957516138557,52844,941530,4,326,Vagococcus zengguangii,2571750,0.9992480175006836,0.9859319164942637,1.0,52422,941534,0,748
NZ_CP012672.1,7736,Sorangium,39643,0.9996883494989465,0.9599276111685625,1.0,7426,986968,0,310,Sorangium cellulosum,56,0.9927626711061783,0.06941571871768355,1.0,537,986968,0,7199
NZ_CP098483.1,37172,Stenotrophomonas,40323,0.9993525712171661,0.9827020337888733,0.9999989556484796,36529,957531,1,643,Stenotrophomonas maltophilia,40324,0.9932593012594702,0.8196491983213171,0.9999989556484796,30468,957531,1,6704
NZ_CP017761.1,71919,Marinilactibacillus,191769,0.9984920137045794,0.9791432027697826,1.0,70419,922785,0,1500,Marinilactibacillus sp. 15R,1911586,0.9984920137045794,0.9791432027697826,1.0,70419,922785,0,1500
NC_012756.1,17842,unclassified Caudoviricetes genus,,0.982063005678071,0.0,1.0,0,976862,0,17842,Streptococcus phage PH10,644007,0.9994832633627693,0.9711915704517431,1.0,17328,976862,0,514
NZ_CP116810.1,1116,Rhodopseudomonas,1073,0.9999969840274091,0.9973118279569892,1.0,1113,993588,0,3,Rhodopseudomonas palustris,1076,0.9999969840274091,0.9973118279569892,1.0,1113,993588,0,3
NZ_CP027228.1,23231,Mogibacterium,86331,0.9998381428042915,0.9931126511988292,0.9999989706353136,23071,971472,1,160,Mogibacterium diversum,114527,0.9997335890878091,0.9885928285480607,1.0,22966,971473,0,265
NZ_CP033459.1,29956,Pseudoprevotella,2884814,0.9998934356351236,0.9964614768326879,1.0,29850,964748,0,106,Pseudoprevotella muciniphila,2133944,0.9998934356351236,0.9964614768326879,1.0,29850,964748,0,106
NZ_CP066811.1,8910,Peptacetobacter,2743582,0.9996873441747495,0.9652076318742986,0.9999989855892814,8600,985793,1,310,Peptacetobacter hiranonis,89152,0.9996873441747495,0.9652076318742986,0.9999989855892814,8600,985793,1,310
