read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP020468.1,3231,root,3230,Bacteria,3230,Actinomycetota,3230,Actinomycetes,3230,Actinomycetales,3225,Actinomycetaceae,3225,Actinomyces,3225,Actinomyces gaoshouyii,3152
NZ_CP069240.1,3858,root,3858,Bacteria,3858,Actinomycetota,3858,Actinomycetes,3858,Propionibacteriales,3856,Propionibacteriaceae,3856,Cutibacterium,3847,Cutibacterium avidum,3809
NZ_CP017761.1,8240,root,8233,Bacteria,8232,Bacillota,8225,Bacilli,8225,Lactobacillales,8181,Carnobacteriaceae,8108,Marinilactibacillus,8068,Marinilactibacillus sp. 15R,8068
NZ_CP098447.1,12136,root,12130,Bacteria,12088,Pseudomonadota,11990,Gammaproteobacteria,11928,Enterobacterales,11903,Morganellaceae,11345,Proteus,11304,Proteus mirabilis,11085
NZ_CP048000.1,5593,root,5592,Bacteria,5591,Bacillota,5591,Clostridia,5589,Eubacteriales,0,Lachnospiraceae,5587,Anaerocolumna,5586,Anaerocolumna sedimenticola,5559
NZ_CP066560.1,3050,root,3049,Bacteria,3046,Pseudomonadota,3037,Gammaproteobacteria,3036,Pasteurellales,3024,Pasteurellaceae,3024,Histophilus,2932,Histophilus somni,2932
NZ_CP096671.1,4133,root,4130,Bacteria,4130,Bacillota,4121,Clostridia,4073,Eubacteriales,1,Lachnospiraceae,4020,Mediterraneibacter,3911,[Ruminococcus] gnavus,3903
NZ_CP120618.1,1838,root,1838,Bacteria,1838,Bacillota,1835,Bacilli,1835,Bacillales,1834,Bacillaceae,1832,Priestia,1822,Priestia megaterium,481
NC_074775.1,2323,root,2323,Viruses,2323,Pisuviricota,2323,Pisoniviricetes,2323,Picornavirales,2323,Picornaviridae,2323,Kobuvirus,2323,Aichivirus A,2323
NZ_CP012196.1,4403,root,4400,Bacteria,4399,Campylobacterota,4399,Epsilonproteobacteria,4399,Campylobacterales,4399,Campylobacteraceae,4399,Campylobacter,4399,Campylobacter gracilis,4388
NZ_CP012069.2,508,root,507,Bacteria,507,Actinomycetota,507,Coriobacteriia,507,Coriobacteriales,507,Atopobiaceae,507,Olsenella,507,Olsenella sp. oral taxon 807,507
NZ_CP126312.1,5081,root,5081,Bacteria,5081,Bacillota,5076,Bacilli,5075,Lactobacillales,5074,Lactobacillaceae,5046,Latilactobacillus,4924,Latilactobacillus curvatus,4789
NZ_CP077403.1,1390,root,1389,Bacteria,1389,Actinomycetota,1389,Actinomycetes,1389,Micrococcales,1388,Jonesiaceae,1382,Jonesia,1382,Jonesia denitrificans,1382
NZ_CP029197.1,5644,root,5638,Bacteria,5617,Actinomycetota,5614,Actinomycetes,5614,Kitasatosporales,5601,Streptomycetaceae,5601,Streptomyces,5592,Streptomyces venezuelae,5084
NC_000883.2,452,root,452,Viruses,452,Cossaviricota,452,Quintoviricetes,452,Piccovirales,452,Parvoviridae,452,Erythroparvovirus,452,Primate erythroparvovirus 1,0
NZ_CP006683.1,14920,root,14874,Bacteria,14845,Bacillota,14830,Bacilli,14824,Lactobacillales,14811,Enterococcaceae,14806,Melissococcus,14800,Melissococcus plutonius,14800
NZ_CP015402.2,6613,root,6613,Bacteria,6613,Bacteroidota,6613,Bacteroidia,6613,Bacteroidales,6613,Muribaculaceae,6562,Muribaculum,6487,Muribaculum intestinale,6432
NZ_CP101412.1,1404,root,1399,Bacteria,1397,Bacillota,1382,Tissierellia,1329,Tissierellales,1329,Peptoniphilaceae,1329,Parvimonas,1329,Parvimonas micra,1329
NZ_CP046313.1,3398,root,3386,Bacteria,3380,Bacillota,3365,Bacilli,3360,Bacillales,3357,unclassified Bacillales family,0,Gemella,3353,Gemella sanguinis,3311
NZ_CP040121.1,19837,root,19835,Bacteria,19835,Bacteroidota,19835,Bacteroidia,19835,Bacteroidales,19835,Muribaculaceae,19721,Duncaniella,19230,Duncaniella sp. B8,192
NZ_CP072042.1,4132,root,4132,Bacteria,4131,Verrucomicrobiota,4130,Verrucomicrobiae,4130,Verrucomicrobiales,4130,Akkermansiaceae,4130,Akkermansia,4130,Akkermansia muciniphila,4002
NZ_CP127188.1,6497,root,6497,Bacteria,6461,Bacillota,6453,Bacilli,6451,Bacillales,6450,Listeriaceae,6445,Listeria,6445,Listeria monocytogenes,5938
NZ_CP032819.1,8943,root,8941,Bacteria,8940,Bacteroidota,8920,Bacteroidia,8862,Bacteroidales,8862,Odoribacteraceae,7837,Butyricimonas,7836,Butyricimonas faecalis,7806
NZ_CP073804.1,7624,root,7622,Bacteria,7618,Bacillota,7606,Bacilli,7604,Bacillales,7600,Staphylococcaceae,7589,Macrococcus,8,Macrococcus canis,7279
NZ_CP027235.1,4417,root,4416,Bacteria,4416,Pseudomonadota,4416,Gammaproteobacteria,4413,Pasteurellales,4401,Pasteurellaceae,4401,Haemophilus,4370,Haemophilus sp. oral taxon 036,3631
NC_076103.1,3753,root,3753,Viruses,3753,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Kolmioviridae,3753,Deltavirus,3753,Hepatitis delta virus,3753
