accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP040121.1,40679,Duncaniella,2518495,0.9993643721259579,0.9849307996755082,0.9999989192635862,40066,925294,1,613,Duncaniella sp. B8,2576606,0.9585320101783278,0.015290444701197179,1.0,622,925295,0,40057
NZ_CP039381.1,11973,Ruminococcus,1263,0.9999679080389328,0.9974108410590495,1.0,11942,954001,0,31,Ruminococcus bovis,2564099,0.9999668728143821,0.9973273198028898,1.0,11941,954001,0,32
NZ_AP019846.1,16207,Leptotrichia,32067,0.9999316751796632,0.9959276855679644,1.0,16141,949767,0,66,Leptotrichia hongkongensis,554406,0.9990393116170828,0.9427407910162275,1.0,15279,949767,0,928
NZ_CP028415.1,3446,Streptococcus,1301,0.9999316751796632,0.9991294254207778,0.9999345473586223,3443,962465,63,3,Streptococcus mitis,28037,0.9998271175000569,0.9538595473012188,0.9999916885534759,3287,962520,8,159
NZ_CP097775.1,13161,Paenibacillus,44249,0.9999875773053933,0.9997720537953043,0.9999905542850486,13158,952804,9,3,Paenibacillus polymyxa,1406,0.9992463565271943,0.9446850543271788,1.0,12433,952813,0,728
NZ_CP027235.1,5910,Haemophilus,724,0.9999772250598877,0.9966159052453468,0.9999979168055463,5890,960062,2,20,Haemophilus sp. oral taxon 036,712310,0.9995848749552265,0.9321489001692047,1.0,5509,960064,0,401
NZ_CP073804.1,20511,Macrococcus,69965,0.9998850900748881,0.9945882697089367,1.0,20400,945463,0,111,Macrococcus canis,1855823,0.9995569238923615,0.9791331480668909,1.0,20083,945463,0,428
NZ_CP050497.1,7774,Treponema,157,1.0,1.0,1.0,7774,958200,0,0,Treponema vincentii,69710,0.9973032400457983,0.6649086699253923,1.0,5169,958200,0,2605
NZ_CP016839.1,26761,Brochothrix,2755,0.9999855068562922,0.999476850640858,1.0,26747,939213,0,14,Brochothrix thermosphacta,2756,0.9999855068562922,0.999476850640858,1.0,26747,939213,0,14
NZ_CP012117.1,32448,Dermabacter,36739,0.9994068163325307,0.982340976331361,1.0,31875,933526,0,573,Dermabacter vaginalis,1630135,0.9987504839674773,0.9628020216962525,1.0,31241,933526,0,1207
NZ_CP068103.1,4961,Peptoniphilus,162289,0.9996977144312372,0.9411408990122959,1.0,4669,961013,0,292,Peptoniphilus harei,54005,0.99968425651208,0.9385204595847612,1.0,4656,961013,0,305
NZ_CP085964.1,22718,Campylobacter,194,0.9999896477544944,0.9999119640813452,0.9999915187393454,22716,943248,8,2,Campylobacter curvus,200,0.9999451330988205,0.9976670481556476,1.0,22665,943256,0,53
NZ_CP072246.1,14015,Phocaeicola,909656,0.9983011965125356,0.8834819835890118,0.9999915962767304,12382,951951,8,1633,Phocaeicola dorei,357276,0.9973187684140566,0.8154834106314662,0.9999957981383653,11429,951955,4,2586
NZ_CP034465.1,11042,Jeotgalibaca,1470540,0.9998747378293825,0.9890418402463322,1.0,10921,954932,0,121,Jeotgalibaca ciconiae,2496265,0.9998043425599447,0.9828835355913784,1.0,10853,954932,0,189
NZ_CP029066.1,2719,Enterococcus,1350,0.9999679080389328,0.9996322177271055,0.9999688555989847,2718,963225,30,1,Enterococcus mundtii,53346,0.9999855068562922,0.9948510481794778,1.0,2705,963255,0,14
NZ_CP019668.1,13605,Burkholderia,32008,0.9999772250598877,0.9987504593899301,0.9999947499341116,13588,952364,5,17,Burkholderia cenocepacia,95486,0.9968829388782721,0.7786843072399853,1.0,10594,952369,0,3011
NZ_CP015348.1,9357,Sporosarcina,1569,0.9999865420808428,0.9997862562787219,0.9999885011451815,9355,956606,11,2,Sporosarcina ureae,1571,0.9999927534281461,0.9992518969755263,1.0,9350,956617,0,7
NZ_CP028105.1,6118,Fusobacterium,848,0.9999761898353372,0.9964040536122916,0.9999989581770599,6096,959855,1,22,Fusobacterium ulcerans,861,0.9999399569760676,0.9906832298136646,0.9999989581770599,6061,959855,1,57
NZ_AP019735.1,10605,Alistipes,239759,0.9997163484731473,0.975011786892975,0.9999905795561715,10340,955360,9,265,Alistipes communis,2585118,0.9997018553294396,0.9728429985855729,1.0,10317,955369,0,288
NC_001422.1,24820,Sinsheimervirus,1910954,0.9743057266551688,0.0,1.0,0,941154,0,24820,Sinsheimervirus phiX174,10847,0.9743057266551688,0.0,1.0,0,941154,0,24820
NZ_CP026734.1,3638,Brevibacterium,1696,0.999990682979045,0.997526113249038,1.0,3629,962336,0,9,Brevibacterium linens,1703,0.999817800479102,0.9516217702034084,1.0,3462,962336,0,176
NZ_CP040348.1,38009,Collinsella,102106,0.9996304248354511,0.9906074877002815,1.0,37652,927965,0,357,Collinsella aerofaciens,74426,0.9996211078144961,0.9903707016759189,1.0,37643,927965,0,366
NC_012756.1,5330,unclassified Caudoviricetes genus,,0.9834301958437804,0.0,1.0,0,949968,0,16006,Streptococcus phage PH10,644007,0.9999782602844383,0.9960600375234522,1.0,5309,960644,0,21
NZ_CP036259.1,3194,Sporomusa,2375,1.0,1.0,1.0,3194,962780,0,0,Sporomusa termitida,2377,1.0,1.0,1.0,3194,962780,0,0
NZ_CP008849.1,10709,Alteromonas,226,0.999990682979045,0.9993463441964703,0.9999979063401255,10702,955263,2,7,Alteromonas australica,589873,0.9973726000906856,0.7630030815202167,1.0,8171,955265,0,2538
NZ_CP046313.1,40709,Gemella,1378,0.9997598279042708,0.9943255791102704,0.9999989192285453,40478,925264,1,231,Gemella sanguinis,84135,0.9995413955241031,0.9891178854798693,1.0,40266,925265,0,443
NZ_CP126474.1,3756,Bacillus,1386,0.9998664560329781,0.9848242811501597,0.9999251728818209,3699,962146,72,57,Bacillus thuringiensis,1428,0.9970454691327095,0.24014909478168264,1.0,902,962218,0,2854
NZ_CP047311.1,22117,Pseudomonas,286,0.9999078650150004,0.9974680110322377,0.999965037076591,22061,943824,33,56,Pseudomonas putida,303,0.983576162505409,0.2826784826151829,1.0,6252,943857,0,15865
NZ_CP014150.1,7179,Paeniclostridium,1849828,0.9999430626497193,0.9923387658448252,1.0,7124,958795,0,55,Paeniclostridium sordellii,1505,0.9999430626497193,0.9923387658448252,1.0,7124,958795,0,55
NZ_CP020566.1,5712,Veillonella,29465,0.9999958591017978,0.9992997198879552,1.0,5708,960262,0,4,Veillonella atypica,39777,0.9999668728143821,0.9943977591036415,1.0,5680,960262,0,32
NZ_CP072042.1,101216,Akkermansia,239934,0.9999937886526966,0.9999407208346507,1.0,101210,864758,0,6,Akkermansia muciniphila,239935,0.9998881957485398,0.9989329750237117,1.0,101108,864758,0,108
NZ_CP084018.1,12961,Megamonas,158846,0.9999958591017978,0.9996913818378211,1.0,12957,953013,0,4,Megamonas funiformis,437897,0.999972048937135,0.9979168274052928,1.0,12934,953013,0,27
NZ_CP072373.1,1887,Prevotella,838,0.9999730841616855,0.990990990990991,0.9999906647429122,1870,964078,9,17,Prevotella denticola,28129,0.9999244286078093,0.9613142554319025,1.0,1814,964087,0,73
NZ_CP050134.2,26062,Corynebacterium,1716,0.9999875773053933,0.9999616299593278,0.9999882967767195,26061,939901,11,1,Corynebacterium matruchotii,43768,0.9999979295508988,0.9999232599186555,1.0,26060,939912,0,2
NZ_CP046246.1,23615,Tetragenococcus,51668,0.9999296047305621,0.9971204742748253,1.0,23547,942359,0,68,Tetragenococcus halophilus,51669,0.9996169669162938,0.9843319923777261,1.0,23245,942359,0,370
NZ_CP040235.1,5626,Bifidobacterium,1678,0.9999896477544944,0.9985780305723427,0.9999979174216014,5618,960346,2,8,Bifidobacterium longum,216816,0.999457542335508,0.9068610024884465,1.0,5102,960348,0,524
NZ_CP040915.1,41631,Georgenia,154116,0.9999668728143821,0.9992313420287766,1.0,41599,924343,0,32,Georgenia yuyongxinii,2589797,0.9999658375898316,0.999207321467176,1.0,41598,924343,0,33
NZ_CP120209.1,13624,Chryseobacterium,59732,0.9975258133241681,0.8245742806811509,1.0,11234,952350,0,2390,Chryseobacterium indologenes,253,0.9864934252888794,0.04235173223722842,1.0,577,952350,0,13047
NZ_CP068112.1,36743,Mobiluncus,2050,0.9999151115868543,0.9977682823939253,1.0,36661,929231,0,82,Mobiluncus curtisii,2051,0.9999151115868543,0.9977682823939253,1.0,36661,929231,0,82
NZ_CP017042.1,5225,Selenomonas,970,0.9999989647754495,1.0,0.9999989591454167,5225,960748,1,0,Selenomonas sp. oral taxon 920,1884263,0.9999637671407305,0.9933014354066986,1.0,5190,960749,0,35
