parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
81852,1,1350,Enterococcus,46970,47134
1350,2,53346,Enterococcus mundtii,46618,46781
1350,2,1352,Enterococcus faecium,86,86
1350,2,1351,Enterococcus faecalis,16,16
1350,1,2608891,unclassified Enterococcus,7,7
2608891,2,2060307,Enterococcus sp. FDAARGOS_375,3,3
2608891,2,2230878,Enterococcus sp. DIV1094,3,3
2608891,2,2420313,Enterococcus sp. FDAARGOS_553,1,1
1350,2,44008,Enterococcus cecorum,6,6
1350,2,1354,Enterococcus hirae,5,5
1350,2,357441,Enterococcus lactis,4,4
1350,2,33945,Enterococcus avium,2,2
1350,2,37734,Enterococcus casseliflavus,2,2
1350,2,71452,Enterococcus raffinosus,1,1
1350,1,167971,environmental samples,1,1
167971,2,167972,uncultured Enterococcus sp.,1,1
1350,2,1353,Enterococcus gallinarum,1,1
81852,1,51668,Tetragenococcus,21283,21357
51668,2,51669,Tetragenococcus halophilus,21175,21249
81852,1,2737,Vagococcus,8605,8635
2737,2,2571750,Vagococcus zengguangii,8573,8603
2737,2,81947,Vagococcus lutrae,1,1
2737,2,218144,Vagococcus carniphilus,1,1
2737,2,2562451,Vagococcus xieshaowenii,1,1
81852,1,33969,Melissococcus,7598,7624
33969,2,33970,Melissococcus plutonius,7598,7624
33958,1,2767887,Ligilactobacillus,13126,13172
2767887,2,1624,Ligilactobacillus salivarius,13107,13152
2767887,2,1622,Ligilactobacillus murinus,3,3
2767887,2,89059,Ligilactobacillus acidipiscis,1,1
33958,1,2759736,Lacticaseibacillus,9592,9625
2759736,2,47715,Lacticaseibacillus rhamnosus,9530,9563
2759736,2,1597,Lacticaseibacillus paracasei,5,5
2759736,2,1582,Lacticaseibacillus casei,1,1
2759736,2,171523,Lacticaseibacillus pantheris,1,1
33958,1,1253,Pediococcus,5432,5451
1253,2,1255,Pediococcus pentosaceus,5429,5448
1253,2,187452,Pediococcus claussenii,1,1
33958,1,2767885,Latilactobacillus,4624,4640
2767885,2,28038,Latilactobacillus curvatus,4573,4589
2767885,2,1599,Latilactobacillus sakei,4,4
33958,1,1243,Leuconostoc,3561,3573
1243,2,1245,Leuconostoc mesenteroides,3530,3542
1243,2,33964,Leuconostoc citreum,2,2
1243,2,2766470,Leuconostoc falkenbergense,1,1
