parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
85025,1,1817,Nocardia,82656,82656
1817,2,135487,Nocardia cyriacigeorgica,82001,82001
1817,1,2637762,unclassified Nocardia,10,10
2637762,2,1047172,Nocardia sp. CS682,2,2
2637762,2,2975990,Nocardia sp. NBC_00403,2,2
2637762,2,2975991,Nocardia sp. NBC_00416,2,2
2637762,2,2975997,Nocardia sp. NBC_01503,1,1
2637762,2,2975998,Nocardia sp. NBC_01730,1,1
2637762,2,3058426,Nocardia sp. PE-7,1,1
1817,2,1824,Nocardia asteroides,4,4
1817,2,37329,Nocardia farcinica,2,2
1817,2,37330,Nocardia nova,2,2
1817,2,37332,Nocardia seriolae,2,2
1817,2,96468,Nocardia vinacea,2,2
1817,2,2749991,Nocardia gipuzkoensis,2,2
1817,2,209247,Nocardia yamanashiensis,2,2
1817,2,480035,Nocardia wallacei,2,2
1817,2,2984338,Nocardia sputorum,1,1
1817,2,1823,Nocardia otitidiscaviarum,1,1
1817,2,2755382,Nocardia huaxiensis,1,1
1817,2,2382165,Nocardia yunnanensis,1,1
1817,2,2055889,Nocardia tengchongensis,1,1
1817,2,208602,Nocardia puris,1,1
85025,1,1827,Rhodococcus,8,8
1827,1,192944,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),3,3
192944,2,2499145,Rhodococcus sp. X156,1,1
192944,2,2962047,Rhodococcus sp. Z13,1,1
1827,2,1828,Rhodococcus fascians,1,1
1762,1,1763,Mycobacterium,4217,4217
1763,1,2993898,Mycobacterium ulcerans group,4190,4190
2993898,2,1781,Mycobacterium marinum,1380,1380
2993898,2,1809,Mycobacterium ulcerans,43,43
2993898,2,265949,Mycobacterium pseudoshottsii,18,18
2993898,2,133549,Mycobacterium shottsii,14,14
2993898,2,261524,Mycobacterium liflandii,3,3
1763,1,2642494,unclassified Mycobacterium,4,4
2642494,2,3073562,Mycobacterium sp. Z3061,2,2
2642494,2,2867005,Mycobacterium sp. IDR2000157661,2,2
1763,1,77643,Mycobacterium tuberculosis complex,3,3
77643,2,1773,Mycobacterium tuberculosis,1,1
77643,2,78331,Mycobacterium canetti,1,1
1763,2,1778,Mycobacterium gordonae,1,1
1763,2,1789,Mycobacterium xenopi,1,1
1763,2,39689,Mycobacterium gallinarum,1,1
1763,2,44010,Mycobacterium conspicuum,1,1
1763,2,110505,Mycobacterium heckeshornense,1,1
1762,1,1866885,Mycolicibacterium,5,5
1866885,2,2736649,Mycolicibacterium mengxianglii,1,1
1866885,2,85693,Mycolicibacterium monacense,1,1
1866885,2,1804,Mycolicibacterium gilvum,1,1
1866885,2,39692,Mycolicibacterium parafortuitum,1,1
1866885,2,39694,Mycolicibacterium poriferae,1,1
1762,1,1073531,Mycolicibacter,1,1
1073531,2,1788,Mycolicibacter terrae,1,1
1653,1,1716,Corynebacterium,5,5
1716,2,1737425,Corynebacterium provencense,1,1
1716,2,38284,Corynebacterium accolens,1,1
1716,2,2709392,Corynebacterium qintianiae,1,1
85026,1,2053,Gordonia,2,2
2053,2,84595,Gordonia polyisoprenivorans,1,1
697024,1,741759,Tomitella,1,1
2049,1,1654,Actinomyces,37246,37246
1654,2,1655,Actinomyces naeslundii,34116,34116
1654,1,2609248,unclassified Actinomyces,817,817
2609248,2,706438,Actinomyces sp. oral taxon 171,424,424
2609248,2,2789425,Actinomyces sp. HMT 175,169,169
2609248,2,712116,Actinomyces sp. oral taxon 169,152,152
2609248,2,712122,Actinomyces sp. oral taxon 414,18,18
2609248,2,2079536,Actinomyces sp. Z16,7,7
2609248,2,1851395,Actinomyces sp. Chiba101,5,5
2609248,2,2057798,Actinomyces sp. 432,2,2
2609248,2,2081702,Actinomyces sp. oral taxon 897,1,1
2609248,2,2789424,Actinomyces sp. HMT897,1,1
1654,2,544580,Actinomyces oris,634,634
1654,2,1656,Actinomyces viscosus,183,183
1654,2,461393,Actinomyces massiliensis,89,89
1654,2,2755559,Actinomyces capricornis,13,13
1654,2,52774,Actinomyces slackii,12,12
1654,2,2321394,Actinomyces lilanjuaniae,10,10
1654,2,52771,Actinomyces howellii,9,9
1654,2,103621,Actinomyces urogenitalis,9,9
1654,2,2737173,Actinomyces marmotae,8,8
1654,2,111015,Actinomyces radicidentis,8,8
1654,2,2057743,Actinomyces wuliandei,7,7
1654,2,2560010,Actinomyces procaprae,7,7
1654,2,675090,Actinomyces weissii,5,5
1654,2,2057800,Actinomyces qiguomingii,4,4
1654,2,2722820,Actinomyces faecalis,4,4
1654,2,2744574,Actinomyces respiraculi,3,3
1654,2,2763540,Actinomyces trachealis,3,3
1654,2,1960083,Actinomyces gaoshouyii,2,2
1654,2,1852377,Actinomyces pacaensis,1,1
1654,2,1659,Actinomyces israelii,1,1
2049,1,2529408,Schaalia,5,5
2529408,2,1660,Schaalia odontolytica,5,5
2049,1,1069494,Trueperella,2,2
1069494,2,445930,Trueperella abortisuis,1,1
1069494,2,2733571,Trueperella pecoris,1,1
2049,1,2050,Mobiluncus,1,1
2050,2,3036302,Mobiluncus massiliensis,1,1
2049,1,28263,Arcanobacterium,1,1
2049,1,1522056,Flaviflexus,1,1
1522056,2,1282737,Flaviflexus salsibiostraticola,1,1
2049,1,2740557,Pauljensenia,1,1
2740557,2,178339,Pauljensenia hongkongensis,1,1
1268,1,32207,Rothia,30092,30092
32207,2,2047,Rothia dentocariosa,29647,29647
32207,2,172042,Rothia aeria,15,15
32207,2,43675,Rothia mucilaginosa,2,2
32207,2,396015,Rothia terrae,1,1
1268,1,1663,Arthrobacter,7,7
1663,2,37921,Arthrobacter agilis,3,3
1663,1,235627,unclassified Arthrobacter,3,3
235627,2,2991715,Arthrobacter sp. ATA002,2,2
1663,2,37928,Arthrobacter crystallopoietes,1,1
1268,1,57493,Kocuria,1,1
57493,1,2649579,unclassified Kocuria,1,1
2649579,2,2711328,Kocuria sp. TGY1127_2,1,1
85023,1,33882,Microbacterium,6,6
33882,1,2609290,unclassified Microbacterium,3,3
2609290,2,1938334,Microbacterium sp. TPU 3598,1,1
2609290,2,2268461,Microbacterium sp. ABRD28,1,1
2609290,2,3049070,Microbacterium sp. zg-B185,1,1
33882,2,2033,Microbacterium testaceum,1,1
33882,2,2509458,Microbacterium protaetiae,1,1
33882,2,2614638,Microbacterium caowuchunii,1,1
85023,1,33877,Agromyces,1,1
33877,1,2639701,unclassified Agromyces,1,1
2639701,2,2498704,Agromyces sp. LHK192,1,1
85023,1,55968,Leucobacter,1,1
55968,2,340320,Leucobacter luti,1,1
85023,1,69578,Cryobacterium,1,1
69578,1,2649013,unclassified Cryobacterium,1,1
2649013,2,2861288,Cryobacterium sp. PAMC25264,1,1
