parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
186827,1,1375,Aerococcus,91616,91623
1375,2,87541,Aerococcus christensenii,91590,91597
1375,2,1377,Aerococcus viridans,3,3
1375,2,51665,Aerococcus urinaeequi,1,1
186827,1,66831,Facklamia,1,1
66831,2,178214,Facklamia hominis,1,1
186828,1,191769,Marinilactibacillus,42569,42572
191769,1,2632303,unclassified Marinilactibacillus,42569,42572
2632303,2,1911586,Marinilactibacillus sp. 15R,42569,42572
186828,1,29393,Dolosigranulum,9,9
29393,2,29394,Dolosigranulum pigrum,9,9
186828,1,2747,Carnobacterium,2,2
2747,2,2751,Carnobacterium maltaromaticum,2,2
186828,1,1470540,Jeotgalibaca,1,1
1470540,2,1868794,Jeotgalibaca arthritidis,1,1
81852,1,2737,Vagococcus,18645,18646
2737,2,2571750,Vagococcus zengguangii,18571,18572
2737,2,81947,Vagococcus lutrae,5,5
2737,2,2562451,Vagococcus xieshaowenii,1,1
81852,1,1350,Enterococcus,101,101
1350,2,1352,Enterococcus faecium,35,35
1350,2,1351,Enterococcus faecalis,23,23
1350,1,2608891,unclassified Enterococcus,9,9
2608891,2,2060307,Enterococcus sp. FDAARGOS_375,7,7
2608891,2,3050383,Enterococcus sp. FZMF,1,1
2608891,2,2920934,Enterococcus sp. LX10,1,1
1350,2,1354,Enterococcus hirae,8,8
1350,2,53345,Enterococcus durans,2,2
1350,2,37734,Enterococcus casseliflavus,1,1
1350,2,44008,Enterococcus cecorum,1,1
1350,2,44009,Enterococcus dispar,1,1
81852,1,51668,Tetragenococcus,2,2
51668,2,526944,Tetragenococcus osmophilus,1,1
1300,1,1357,Lactococcus,6165,6165
1357,2,1366,Lactococcus raffinolactis,6076,6076
1357,2,1364,Lactococcus piscium,4,4
1357,2,1358,Lactococcus lactis,3,3
1357,2,1359,Lactococcus cremoris,1,1
1300,1,1301,Streptococcus,79,79
1301,2,1311,Streptococcus agalactiae,27,27
1301,2,1313,Streptococcus pneumoniae,14,14
1301,2,1314,Streptococcus pyogenes,12,12
1301,1,119603,Streptococcus dysgalactiae group,5,5
119603,2,1334,Streptococcus dysgalactiae,5,5
1301,2,1308,Streptococcus thermophilus,3,3
1301,1,671232,Streptococcus anginosus group,3,3
671232,2,76860,Streptococcus constellatus,2,2
