accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039712.1,46758,Vagococcus,2737,0.9999399551112694,0.9989734377005004,0.9999891208090637,46710,919176,10,48,Vagococcus zengguangii,2571750,0.999835394184342,0.9965995123829078,1.0,46599,919186,0,159
NZ_CP033459.1,109730,Pseudoprevotella,2884814,0.9998747339390275,0.9988972933564203,1.0,109609,856214,0,121,Pseudoprevotella muciniphila,2133944,0.9998747339390275,0.9988972933564203,1.0,109609,856214,0,121
NZ_AP019735.1,3571,Alistipes,239759,0.9999057916400951,0.9747969756370765,0.999998960901854,3481,962372,1,90,Alistipes communis,2585118,0.9999037211266906,0.973956874824979,1.0,3478,962373,0,93
NZ_CP050497.1,20330,Treponema,157,1.0,1.0,1.0,20330,945614,0,0,Treponema vincentii,69710,0.9930316871371425,0.6689129365469749,1.0,13599,945614,0,6731
NZ_CP027228.1,52571,Mogibacterium,86331,0.999851958291578,0.997279869129368,1.0,52428,913373,0,143,Mogibacterium diversum,114527,0.9997929486595496,0.9961956211599551,1.0,52371,913373,0,200
NC_001422.1,20924,Sinsheimervirus,1910954,0.9783382887620814,0.0,1.0,0,945020,0,20924,Sinsheimervirus phiX174,10847,0.9783382887620814,0.0,1.0,0,945020,0,20924
NZ_CP036259.1,102374,Sporomusa,2375,1.0,1.0,1.0,102374,863570,0,0,Sporomusa termitida,2377,1.0,1.0,1.0,102374,863570,0,0
NZ_CP085178.1,19532,Pediococcus,1253,0.9999627307587189,0.9982592668441532,0.9999978867554511,19498,946410,2,34,Pediococcus pentosaceus,1255,0.9999399551112694,0.9971329100962523,0.9999978867554511,19476,946410,2,56
NZ_CP019668.1,33833,Burkholderia,32008,0.999946166651483,0.9986403806934059,0.9999935629983983,33787,932105,6,46,Burkholderia cenocepacia,95486,0.9923608407940833,0.7818993290574291,1.0,26454,932111,0,7379
NZ_CP017038.2,23550,Tannerella,195950,0.9999886121762752,0.9995329087048832,1.0,23539,942394,0,11,Tannerella serpentiformis,712710,0.9999886121762752,0.9995329087048832,1.0,23539,942394,0,11
NC_012756.1,98410,unclassified Caudoviricetes genus,,0.8981203879313915,0.0,1.0,0,867534,0,98410,Streptococcus phage PH10,644007,0.9994999710128123,0.9950919621989636,1.0,97927,867534,0,483
NZ_CP027286.1,10044,Clostridium,1485,0.9999679070422302,0.9989048187972919,0.999979077309342,10033,955880,20,11,Clostridium chauvoei,46867,0.9999264967741401,0.992931103146157,1.0,9973,955900,0,71
NZ_CP066560.1,8412,Histophilus,214906,0.9996728588820885,0.9624346172135045,1.0,8096,957532,0,316,Histophilus somni,731,0.9996728588820885,0.9624346172135045,1.0,8096,957532,0,316
NZ_CP072246.1,6498,Phocaeicola,909656,0.9992794613352327,0.8930440135426285,0.9999989577318578,5803,959445,1,695,Phocaeicola dorei,357276,0.9988684644244387,0.8317943982763928,1.0,5405,959446,0,1093
NZ_CP047311.1,57785,Pseudomonas,286,0.9997960544296564,0.997369559574284,0.9999504492054805,57633,908114,45,152,Pseudomonas putida,303,0.9565513114631904,0.2737042485073981,1.0,15816,908159,0,41969
NZ_CP012672.1,9166,Sorangium,39643,0.9999472019081852,0.9944359589788349,1.0,9115,956778,0,51,Sorangium cellulosum,56,0.992072004174155,0.1645210560768056,1.0,1508,956778,0,7658
NZ_CP117966.1,26983,Roseburia,841,0.9958165276662001,0.8502760997665196,0.9999989349930402,22943,938960,1,4040,Roseburia hominis,301301,0.9954935275750976,0.8386762035355594,1.0,22630,938961,0,4353
NZ_CP068103.1,7548,Peptoniphilus,162289,0.9995434517943069,0.9417064122946476,0.9999989565899691,7108,958395,1,440,Peptoniphilus harei,54005,0.9995175703767506,0.9383942766295708,0.9999989565899691,7083,958395,1,465
NZ_CP046313.1,68832,Gemella,1378,0.9995817562922903,0.9942032775453278,0.9999944265598945,68433,897107,5,399,Gemella sanguinis,84135,0.9992038875959683,0.9888278707577871,1.0,68063,897112,0,769
NC_000866.4,3210,Tequatrovirus,10663,0.9999430608813762,0.9828660436137072,1.0,3155,962734,0,55,Tequatrovirus T4,10665,0.9985599579271677,0.5666666666666667,1.0,1819,962734,0,1391
NZ_CP017042.1,38328,Selenomonas,970,0.9999968942298932,1.0,0.9999967659031324,38328,927613,3,0,Selenomonas sp. oral taxon 920,1884263,0.9998219358472127,0.9955124191191818,1.0,38156,927616,0,172
NZ_CP017761.1,160351,Marinilactibacillus,191769,0.9981334321658398,0.9887559167077224,1.0,158548,805593,0,1803,Marinilactibacillus sp. 15R,1911586,0.9981334321658398,0.9887559167077224,1.0,158548,805593,0,1803
NZ_CP008852.1,9720,Pelosinus,365348,0.9999989647432977,0.9998971193415638,1.0,9719,956224,0,1,Pelosinus sp. UFO1,484770,0.9999886121762752,0.9988683127572017,1.0,9709,956224,0,11
NZ_CP098491.1,4683,Bacillus,1386,0.9999855064061685,0.9985052316890882,0.9999927178986768,4676,961254,7,7,Bacillus subtilis,1423,0.9957802936816212,0.12961776638906683,1.0,607,961261,0,4076
NZ_CP118095.1,22801,Aerococcus,1375,0.9971696081760434,0.882285864655059,0.9999469857699204,20117,943093,50,2684,Aerococcus christensenii,87541,0.9972161947276447,0.8820665760273673,1.0,20112,943143,0,2689
