accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP083898.1,92772,Zymomonas,541,0.9996205150181933,0.9959147156469624,1.0,92393,905950,0,379,Zymomonas mobilis,542,0.9996205150181933,0.9959147156469624,1.0,92393,905950,0,379
NZ_CP024700.1,58900,Fusobacterium,848,0.9990177446776981,0.983616298811545,0.9999829754996159,57935,939806,16,965,Fusobacterium pseudoperiodonticum,2663009,0.9856516628250904,0.7567062818336163,1.0,44570,939822,0,14330
NZ_CP031255.1,38340,Neisseria,482,0.9994743281914287,0.9863328116849244,0.999998958747665,37816,960381,1,524,Neisseria elongata,495,0.9982267337657527,0.9538080333854981,1.0,36569,960382,0,1771
NZ_CP014239.1,10804,Selenomonas,970,0.9999969961610938,0.9997223250647909,1.0,10801,987918,0,3,Selenomonas sp. oral taxon 136,713030,0.9983298655681961,0.8456127360236949,1.0,9136,987918,0,1668
NZ_CP019668.1,6704,Burkholderia,32008,0.9999669577720327,0.9950775656324582,1.0,6671,992018,0,33,Burkholderia cenocepacia,95486,0.9975819096805718,0.6397673031026253,1.0,4289,992018,0,2415
NZ_CP126745.1,17803,Cutibacterium,1912216,0.9999379206626068,0.9965174408807504,1.0,17741,980919,0,62,Cutibacterium acnes,1747,0.99971864042246,0.984216143346627,1.0,17522,980919,0,281
NZ_CP046313.1,80725,Gemella,1378,0.9985181061396464,0.9816661505109942,1.0,79245,917997,0,1480,Gemella sanguinis,84135,0.9977080709146289,0.971644471972747,1.0,78436,917997,0,2289
NC_001422.1,99460,Sinsheimervirus,1910954,0.9004127274657011,0.0,1.0,0,899262,0,99460,Sinsheimervirus phiX174,10847,0.9004127274657011,0.0,1.0,0,899262,0,99460
NZ_CP027228.1,10569,Mogibacterium,86331,0.999935918103336,0.9939445548301636,1.0,10505,988153,0,64,Mogibacterium diversum,114527,0.9998878566808381,0.9894029709527864,1.0,10457,988153,0,112
NZ_CP072373.1,24316,Prevotella,838,0.9996024919847565,0.9837555518999835,0.9999979474674827,23921,974404,2,395,Prevotella denticola,28129,0.9982888131031458,0.9297170587267642,1.0,22607,974406,0,1709
NZ_CP027232.1,96704,Capnocytophaga,1016,0.9999208989088054,0.9991830741230973,1.0,96625,902018,0,79,Capnocytophaga sp. oral taxon 864,1316593,0.9580203500073093,0.5664501985440106,1.0,54778,902018,0,41926
NZ_CP027235.1,12595,Haemophilus,724,0.9998738387659428,0.9900754267566495,0.9999989859318323,12470,986126,1,125,Haemophilus sp. oral taxon 036,712310,0.9979643985012846,0.8385867407701468,1.0,10562,986127,0,2033
NZ_CP012544.1,10990,Campylobacter,194,0.9999579462553143,0.997361237488626,0.9999868385351492,10961,987719,13,29,Campylobacter showae,204,0.9998598208510476,0.9872611464968153,1.0,10850,987732,0,140
NC_000866.4,52040,Tequatrovirus,10663,0.9966336978658726,0.9353958493466564,1.0,48678,946682,0,3362,Tequatrovirus T4,10665,0.9692677241514656,0.41020368946963875,1.0,21347,946682,0,30693
NZ_AP019829.2,67453,Leptotrichia,32067,0.9979053230027976,0.9690006374809126,0.9999989261964051,65362,931268,1,2091,Leptotrichia wadei,157687,0.9918125364215468,0.8787748506367397,1.0,59276,931269,0,8177
NC_002628.3,14736,Methanothermobacter,145260,0.9855074785575966,0.017779587404994572,1.0,262,983986,0,14474,Methanothermobacter wolfeii,145261,0.9853753096457273,0.008821932681867536,1.0,130,983986,0,14606
NZ_CP008849.1,63713,Alteromonas,226,0.9998748400455783,0.9980380770015539,1.0,63588,935009,0,125,Alteromonas australica,589873,0.9737724812310132,0.5888751118296109,1.0,37519,935009,0,26194
NZ_CP020566.1,94461,Veillonella,29465,0.9998468042157878,0.9983908703062639,0.9999988941245945,94309,904260,1,152,Veillonella atypica,39777,0.9983558988387159,0.9826171647558252,1.0,92819,904261,0,1642
NZ_CP032364.1,33097,Lachnoanaerobaculum,1164882,0.9998548144528707,0.9956189382723509,1.0,32952,965625,0,145,Lachnoanaerobaculum umeaense,617123,0.9998548144528707,0.9956189382723509,1.0,32952,965625,0,145
NZ_CP050497.1,5973,Treponema,157,0.9999949936018231,0.9998325799430772,0.9999959707841559,5972,992745,4,1,Treponema vincentii,69710,0.9972244528507432,0.5359116022099447,1.0,3201,992749,0,2772
NZ_CP089305.1,28754,Limosilactobacillus,2742598,0.9988335092247893,0.9595186756625165,0.9999989690381539,27590,969967,1,1164,Limosilactobacillus fermentum,1613,0.9986572840089635,0.9533977881338248,0.9999989690381539,27414,969967,1,1340
NZ_CP032621.1,70411,Streptococcus,1301,0.9990237523555103,0.9867066225447728,0.9999579882173107,69475,928272,39,936,Streptococcus gwangjuense,1433513,0.9838954183446444,0.7715697831304767,1.0,54327,928311,0,16084
NZ_CP054018.1,7402,Rothia,32207,0.9999659564923973,0.9954066468522021,1.0,7368,991320,0,34,Rothia dentocariosa,2047,0.9998578182917769,0.9808159956768441,1.0,7260,991320,0,142
