parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
85025,1,1817,Nocardia,82924,82926
1817,2,135487,Nocardia cyriacigeorgica,82541,82543
1817,1,2637762,unclassified Nocardia,2,2
2637762,2,2975990,Nocardia sp. NBC_00403,1,1
1817,2,2749991,Nocardia gipuzkoensis,1,1
1817,2,53431,Nocardia salmonicida,1,1
1817,2,2213200,Nocardia mangyaensis,1,1
85025,1,1827,Rhodococcus,7,7
1827,1,192944,unclassified Rhodococcus (in: high G+C Gram-positive bacteria),2,2
192944,2,2663121,Rhodococcus sp. WAY2,1,1
192944,2,2742603,Rhodococcus sp. W8901,1,1
1827,2,37919,Rhodococcus opacus,1,1
1827,2,1990687,Rhodococcus oxybenzonivorans,1,1
1827,2,103816,Rhodococcus pyridinivorans,1,1
1762,1,1763,Mycobacterium,4234,4234
1763,1,2993898,Mycobacterium ulcerans group,4221,4221
2993898,2,1781,Mycobacterium marinum,2180,2180
2993898,2,1809,Mycobacterium ulcerans,48,48
2993898,2,265949,Mycobacterium pseudoshottsii,23,23
2993898,2,133549,Mycobacterium shottsii,12,12
2993898,2,261524,Mycobacterium liflandii,4,4
1763,1,2642494,unclassified Mycobacterium,3,3
2642494,2,2903536,Mycobacterium sp. 20KCMC460,2,2
2642494,2,3073562,Mycobacterium sp. Z3061,1,1
1763,1,77643,Mycobacterium tuberculosis complex,1,1
1762,1,2126281,Mycolicibacillus,1,1
2126281,2,1069221,Mycolicibacillus parakoreensis,1,1
1653,1,1716,Corynebacterium,4,4
1716,2,43770,Corynebacterium striatum,2,2
1716,2,2594913,Corynebacterium sanguinis,1,1
1716,2,134034,Corynebacterium freneyi,1,1
85026,1,2053,Gordonia,1,1
2053,2,2831662,Gordonia pseudamarae,1,1
2049,1,1654,Actinomyces,37882,37883
1654,2,1655,Actinomyces naeslundii,35868,35869
1654,1,2609248,unclassified Actinomyces,805,805
2609248,2,706438,Actinomyces sp. oral taxon 171,473,473
2609248,2,2789425,Actinomyces sp. HMT 175,177,177
2609248,2,712116,Actinomyces sp. oral taxon 169,116,116
2609248,2,712122,Actinomyces sp. oral taxon 414,13,13
2609248,2,1851395,Actinomyces sp. Chiba101,5,5
2609248,2,2057798,Actinomyces sp. 432,3,3
1654,2,544580,Actinomyces oris,608,608
1654,2,1656,Actinomyces viscosus,177,177
1654,2,461393,Actinomyces massiliensis,95,95
1654,2,52774,Actinomyces slackii,8,8
1654,2,111015,Actinomyces radicidentis,5,5
1654,2,1659,Actinomyces israelii,5,5
1654,2,2057743,Actinomyces wuliandei,5,5
1654,2,2737173,Actinomyces marmotae,5,5
1654,2,2560010,Actinomyces procaprae,4,4
1654,2,2755559,Actinomyces capricornis,3,3
1654,2,52771,Actinomyces howellii,2,2
1654,2,103621,Actinomyces urogenitalis,2,2
1654,2,675090,Actinomyces weissii,2,2
1654,2,2057800,Actinomyces qiguomingii,2,2
1654,2,2763540,Actinomyces trachealis,1,1
1654,2,1852377,Actinomyces pacaensis,1,1
2049,1,2529408,Schaalia,12,12
2529408,2,1660,Schaalia odontolytica,12,12
2049,1,1069494,Trueperella,1,1
1069494,2,445930,Trueperella abortisuis,1,1
1268,1,32207,Rothia,30130,30131
32207,2,2047,Rothia dentocariosa,29976,29977
32207,2,172042,Rothia aeria,4,4
1268,1,1663,Arthrobacter,1,1
