accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP020468.1,8202,Actinomyces,1654,0.999968932428031,0.9971958059009998,0.9999919161135099,8179,989615,8,23,Actinomyces gaoshouyii,1960083,0.9998045749505173,0.9762253108997806,1.0,8007,989623,0,195
NZ_CP069240.1,624,Cutibacterium,1912216,0.9999959912810362,0.9935897435897436,1.0,620,997201,0,4,Cutibacterium avidum,33010,0.9999879738431088,0.9807692307692307,1.0,612,997201,0,12
NZ_CP017761.1,6521,Marinilactibacillus,191769,0.9998747275323829,0.9808311608648981,1.0,6396,991304,0,125,Marinilactibacillus sp. 15R,1911586,0.9998747275323829,0.9808311608648981,1.0,6396,991304,0,125
NZ_CP098447.1,6587,Proteus,583,0.999589106306216,0.9383634431455898,0.9999959646421949,6181,991234,4,406,Proteus mirabilis,584,0.9994808708941949,0.9213602550478215,1.0,6069,991238,0,518
NZ_CP048000.1,2745,Anaerocolumna,1843210,0.9999949891012954,0.9981785063752276,1.0,2740,995080,0,5,Anaerocolumna sedimenticola,2696063,0.9999939869215544,0.9978142076502732,1.0,2739,995080,0,6
NZ_CP066560.1,3825,Histophilus,214906,0.9998677122741964,0.9657516339869281,0.9999989939637827,3694,993999,1,131,Histophilus somni,731,0.9998677122741964,0.9657516339869281,0.9999989939637827,3694,993999,1,131
NZ_CP096671.1,6417,Mediterraneibacter,2316020,0.9996903264600506,0.9558983948885772,0.9999737746719817,6134,991382,26,283,[Ruminococcus] gnavus,33038,0.99970034825746,0.9548075424653265,0.9999909220018398,6127,991399,9,290
NZ_CP120618.1,13768,Priestia,2800373,0.9992794327662666,0.9479953515398024,0.9999969513961081,13052,984054,3,716,Priestia megaterium,1404,0.9975246160398867,0.8208163858221964,0.9999969513961081,11301,984054,3,2467
NC_074775.1,874,Kobuvirus,194960,1.0,1.0,1.0,874,996951,0,0,Aichivirus A,72149,1.0,1.0,1.0,874,996951,0,0
NZ_CP012196.1,14939,Campylobacter,194,0.9999729411469948,0.9984604056496419,0.9999959303520449,14916,982882,4,23,Campylobacter gracilis,824,0.999951895372435,0.9967869335296874,1.0,14891,982886,0,48
NZ_CP012069.2,1584,Olsenella,133925,0.9999979956405182,0.9993686868686869,0.9999989962268166,1583,996240,1,1,Olsenella sp. oral taxon 807,712411,0.9999979956405182,0.9993686868686869,0.9999989962268166,1583,996240,1,1
NZ_CP126312.1,13100,Latilactobacillus,2767885,0.9993666224037281,0.9517557251908397,1.0,12468,984725,0,632,Latilactobacillus curvatus,28038,0.9989487134517576,0.9199236641221374,1.0,12051,984725,0,1049
NZ_CP077403.1,7731,Jonesia,43673,0.999968932428031,0.9959901694476782,1.0,7700,990094,0,31,Jonesia denitrificans,43674,0.999968932428031,0.9959901694476782,1.0,7700,990094,0,31
NZ_CP029197.1,18982,Streptomyces,1883,0.9998135945681859,0.9928879991570962,0.9999478976710259,18847,978792,51,135,Streptomyces venezuelae,54571,0.9990429183474057,0.9497418607101464,0.9999989783857064,18028,978842,1,954
NC_000883.2,6042,Erythroparvovirus,40121,1.0,1.0,1.0,6042,991783,0,0,Primate erythroparvovirus 1,1511900,0.9999979956405182,0.9996689837802052,1.0,6040,991783,0,2
NZ_CP006683.1,2830,Melissococcus,33969,0.9999629193495854,0.9869257950530035,1.0,2793,994995,0,37,Melissococcus plutonius,33970,0.9999629193495854,0.9869257950530035,1.0,2793,994995,0,37
NZ_CP015402.2,2082,Muribaculum,1918540,0.9999659258888082,0.983669548511047,1.0,2048,995743,0,34,Muribaculum intestinale,1796646,0.9999488888332122,0.9755043227665706,1.0,2031,995743,0,51
NZ_CP101412.1,2681,Parvimonas,543311,0.9998356425224864,0.9388287952256621,1.0,2517,995144,0,164,Parvimonas micra,33033,0.9998356425224864,0.9388287952256621,1.0,2517,995144,0,164
NZ_CP046313.1,13719,Gemella,1378,0.9997654899406209,0.9830162548290692,0.9999989838493007,13486,984105,1,233,Gemella sanguinis,84135,0.9996111542605166,0.9717180552518405,1.0,13331,984106,0,388
NZ_CP040121.1,841,Duncaniella,2518495,0.9999919825620726,0.9916765755053508,0.9999989969748763,834,996983,1,7,Duncaniella sp. B8,2576606,0.9991661864555408,0.01070154577883472,1.0,9,996984,0,832
NZ_CP072042.1,2622,Akkermansia,239934,0.999998997820259,1.0,0.9999989951798779,2622,995202,1,0,Akkermansia muciniphila,239935,0.9999909803823316,0.9969488939740656,0.9999989951798779,2614,995202,1,8
NZ_CP127188.1,2806,Listeria,1637,0.9999729411469948,0.9914468995010691,0.9999969849821964,2782,995016,3,24,Listeria monocytogenes,1639,0.9997895422544033,0.9258731290092659,0.9999979899881308,2598,995017,2,208
NZ_CP032819.1,1363,Butyricimonas,574697,0.9998115902087039,0.8620689655172413,1.0,1175,996462,0,188,Butyricimonas faecalis,2093856,0.9998075814897401,0.8591342626559061,1.0,1171,996462,0,192
NZ_CP073804.1,1025,Macrococcus,69965,0.9999959912810362,0.9960975609756098,1.0,1021,996800,0,4,Macrococcus canis,1855823,0.9999649237090672,0.9658536585365853,1.0,990,996800,0,35
