parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
539738,1,1378,Gemella,42044,42044
1378,2,84135,Gemella sanguinis,41848,41848
1378,2,29391,Gemella morbillorum,4,4
1378,2,1379,Gemella haemolysans,3,3
1378,1,2624949,unclassified Gemella,2,2
2624949,2,2840371,Gemella sp. zg-570,1,1
186817,1,84406,Virgibacillus,32613,32613
84406,2,1482,Virgibacillus halodenitrificans,32227,32227
84406,1,2620237,unclassified Virgibacillus,4,4
2620237,2,403957,Virgibacillus sp. SK37,3,3
2620237,2,2831673,Virgibacillus sp. NKC19-16,1,1
186817,1,1386,Bacillus,3874,3874
1386,1,86661,Bacillus cereus group,2261,2261
86661,2,1428,Bacillus thuringiensis,699,699
86661,2,1396,Bacillus cereus,169,169
86661,2,1405,Bacillus mycoides,25,25
86661,2,1890302,Bacillus wiedmannii,21,21
86661,2,64104,Bacillus pseudomycoides,13,13
86661,2,1392,Bacillus anthracis,13,13
86661,2,2026191,Bacillus luti,13,13
86661,2,155322,Bacillus toyonensis,9,9
86661,2,2026194,Bacillus paramycoides,8,8
86661,2,2026193,Bacillus nitratireducens,8,8
86661,2,580165,Bacillus cytotoxicus,7,7
86661,2,2026186,Bacillus paranthracis,6,6
86661,2,2026188,Bacillus tropicus,6,6
86661,2,658666,Bacillus bombysepticus,4,4
86661,1,2750818,unclassified Bacillus cereus group,4,4
2750818,2,2217832,Bacillus sp. JAS24-2,3,3
2750818,2,2053832,Bacillus sp. HBCD-sjtu,1,1
86661,2,2817477,Bacillus paramobilis,4,4
86661,2,2026187,Bacillus pacificus,2,2
1386,1,185979,unclassified Bacillus (in: firmicutes),15,15
185979,2,2925318,Bacillus sp. N5-665,4,4
185979,2,2499213,Bacillus sp. BD59S,3,3
185979,2,1806216,Bacillus sp. RZ2MS9,2,2
185979,2,3052091,Bacillus sp. DX3.1,2,2
185979,2,1705566,Bacillus sp. FJAT-18017,1,1
185979,2,1868655,Bacillus sp. B25(2016b),1,1
185979,2,2876713,Bacillus sp. 41-22,1,1
185979,2,2846779,Bacillus sp. NP247,1,1
1386,2,2819290,Bacillus arachidis,5,5
1386,2,1455,Bacillus badius,1,1
1386,1,653685,Bacillus subtilis group,1,1
653685,1,1938374,Bacillus amyloliquefaciens group,1,1
1938374,2,492670,Bacillus velezensis,1,1
186817,1,2800373,Priestia,2,2
2800373,2,1404,Priestia megaterium,2,2
186817,1,400634,Lysinibacillus,2,2
400634,2,1470088,Lysinibacillus louembei,1,1
400634,2,2086577,Lysinibacillus timonensis,1,1
186817,1,2837506,Niallia,1,1
2837506,1,2837522,unclassified Niallia,1,1
2837522,2,3082444,Niallia sp. XMNu-256,1,1
186817,1,2675232,Neobacillus,1,1
2675232,2,220687,Neobacillus novalis,1,1
186817,1,1400133,Allobacillus,1,1
1400133,2,570278,Allobacillus halotolerans,1,1
186817,1,2837485,Evansella,1,1
2837485,2,1413,Evansella cellulosilytica,1,1
186817,1,2837504,Heyndrickxia,1,1
2837504,2,1398,Heyndrickxia coagulans,1,1
186817,1,2837510,Siminovitchia,1,1
2837510,1,2837530,unclassified Siminovitchia,1,1
2837530,2,2954699,Siminovitchia sp. FSL W7-1587,1,1
186820,1,2755,Brochothrix,27833,27833
2755,2,2756,Brochothrix thermosphacta,27833,27833
186820,1,1637,Listeria,4,4
1637,2,1639,Listeria monocytogenes,3,3
90964,1,3076173,Macrococcoides,20913,20913
3076173,2,1855823,Macrococcoides canis,20840,20840
3076173,2,1903056,Macrococcoides bohemicum,4,4
3076173,2,69966,Macrococcoides caseolyticum,2,2
90964,1,1279,Staphylococcus,34,34
1279,2,1280,Staphylococcus aureus,16,16
1279,2,29382,Staphylococcus cohnii,7,7
1279,1,2815305,Staphylococcus intermedius group,3,3
2815305,2,283734,Staphylococcus pseudintermedius,3,3
1279,2,1282,Staphylococcus epidermidis,2,2
1279,1,91994,unclassified Staphylococcus,1,1
1279,2,74706,Staphylococcus coagulans,1,1
1279,2,1286,Staphylococcus simulans,1,1
1279,2,1290,Staphylococcus hominis,1,1
90964,1,69965,Macrococcus,22,22
69965,2,2875764,Macrococcus armenti,14,14
69965,1,2619255,unclassified Macrococcus,6,6
2619255,2,1898474,Macrococcus sp. IME1552,6,6
69965,2,69968,Macrococcus bovicus,1,1
69965,2,198483,Macrococcus brunensis,1,1
90964,1,2803850,Mammaliicoccus,3,3
2803850,2,1296,Mammaliicoccus sciuri,3,3
90964,1,489909,Nosocomiicoccus,2,2
489909,2,489910,Nosocomiicoccus ampullae,2,2
90964,1,227979,Jeotgalicoccus,1,1
227979,1,2630462,unclassified Jeotgalicoccus,1,1
2630462,2,2708346,Jeotgalicoccus sp. WY2,1,1
186822,1,44249,Paenibacillus,13634,13634
44249,2,1406,Paenibacillus polymyxa,13067,13067
44249,1,185978,unclassified Paenibacillus,14,14
185978,2,2069255,Paenibacillus sp. lzh-N1,4,4
185978,2,2954752,Paenibacillus sp. FSL L8-0158,3,3
185978,2,2954661,Paenibacillus sp. FSL R10-2782,2,2
185978,2,3073092,Paenibacillus sp. D2_2,1,1
185978,2,3049075,Paenibacillus sp. PK1-4R,1,1
185978,2,2921435,Paenibacillus sp. FSL H7-0442,1,1
185978,2,2921604,Paenibacillus sp. FSL L8-0638,1,1
44249,2,172713,Paenibacillus kribbensis,2,2
44249,2,1338368,Paenibacillus lentus,2,2
44249,2,1178515,Paenibacillus swuensis,1,1
44249,2,2909671,Paenibacillus spongiae,1,1
44249,2,1462996,Paenibacillus yonginensis,1,1
44249,2,1473112,Paenibacillus guangzhouensis,1,1
186818,1,1569,Sporosarcina,9803,9803
1569,2,1571,Sporosarcina ureae,9783,9783
186818,1,648800,Solibacillus,1,1
648800,2,76853,Solibacillus silvestris,1,1
81852,1,51668,Tetragenococcus,24456,24456
51668,2,51669,Tetragenococcus halophilus,24235,24235
51668,2,290335,Tetragenococcus koreensis,6,6
81852,1,1350,Enterococcus,2818,2818
1350,2,53346,Enterococcus mundtii,2775,2775
1350,2,1352,Enterococcus faecium,5,5
1350,2,1351,Enterococcus faecalis,3,3
1350,2,160453,Enterococcus gilvus,2,2
1350,2,1354,Enterococcus hirae,1,1
1350,2,37734,Enterococcus casseliflavus,1,1
1350,1,2608891,unclassified Enterococcus,1,1
