accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039712.1,96593,Vagococcus,2737,0.9986381566746362,0.9719648421728283,0.9999952594078368,93885,1898488,9,2708,Vagococcus zengguangii,2571750,0.9980246505170193,0.9591999420247844,1.0,92652,1898497,0,3941
NZ_CP033459.1,226708,Pseudoprevotella,2884814,0.9981664987544422,0.9838647070240133,1.0,223050,1768382,0,3658,Pseudoprevotella muciniphila,2133944,0.9981664987544422,0.9838647070240133,1.0,223050,1768382,0,3658
NZ_AP019735.1,7440,Alistipes,239759,0.9999092772757119,0.9759408602150538,0.9999989937866325,7261,1987648,2,179,Alistipes communis,2585118,0.9998501320742422,0.9598118279569893,1.0,7141,1987650,0,299
NZ_CP050497.1,42047,Treponema,157,0.9996837235412939,0.9850167669512688,0.9999994879785032,41417,1953042,1,630,Treponema vincentii,69710,0.9869670039948073,0.3815967845506219,1.0,16045,1953043,0,26002
NZ_CP027228.1,108777,Mogibacterium,86331,0.9987970467497707,0.9779457054340531,0.9999994698652874,106378,1886312,1,2399,Mogibacterium diversum,114527,0.9981228916991214,0.9655717660902581,1.0,105032,1886313,0,3745
NC_001422.1,43071,Sinsheimervirus,1910954,0.9784115002330722,0.0,1.0,0,1952019,0,43071,Sinsheimervirus phiX174,10847,0.9784115002330722,0.0,1.0,0,1952019,0,43071
NZ_CP036259.1,211246,Sporomusa,2375,0.9987779999899754,0.9884589530689338,1.0,208808,1783844,0,2438,Sporomusa termitida,2377,0.9987779999899754,0.9884589530689338,1.0,208808,1783844,0,2438
NZ_CP085178.1,40257,Pediococcus,1253,0.999507290397927,0.9756564075812902,0.9999984653420523,39277,1954830,3,980,Pediococcus pentosaceus,1255,0.9993764692319644,0.9690985418684949,1.0,39013,1954833,0,1244
NZ_CP019668.1,69857,Burkholderia,32008,0.998871730097389,0.9679201797958688,0.999994805823503,67616,1925223,10,2241,Burkholderia cenocepacia,95486,0.9792645945796932,0.40780451493765835,1.0,28488,1925233,0,41369
NZ_CP017038.2,48611,Tannerella,195950,0.9997243232134891,0.9886856884244307,1.0,48061,1946479,0,550,Tannerella serpentiformis,712710,0.9997218170608845,0.9885828310464709,1.0,48056,1946479,0,555
NC_012756.1,203248,unclassified Caudoviricetes genus,,0.8981258990822469,0.0,1.0,0,1791842,0,203248,Streptococcus phage PH10,644007,0.9913743239653349,0.9153300401479966,1.0,186039,1791842,0,17209
NZ_CP027286.1,20747,Clostridium,1485,0.9992085570074533,0.9261579987468068,0.9999761946125876,19215,1974296,47,1532,Clostridium chauvoei,46867,0.9989699712794912,0.9009495348725117,1.0,18692,1974343,0,2055
NZ_CP066560.1,17405,Histophilus,214906,0.999443132891248,0.9361677678827923,1.0,16294,1977685,0,1111,Histophilus somni,731,0.999443132891248,0.9361677678827923,1.0,16294,1977685,0,1111
NZ_CP072246.1,13352,Phocaeicola,909656,0.9990621976953421,0.859946075494308,0.9999994953924283,11482,1981737,1,1870,Phocaeicola dorei,357276,0.9975324421454671,0.6313660874775314,0.9999994953924283,8430,1981737,1,4922
NZ_CP047311.1,119260,Pseudomonas,286,0.9991559278027558,0.9861059869193359,0.9999856063715795,117603,1875803,27,1657,Pseudomonas putida,303,0.9473316993218351,0.1189250377326849,0.9999994669026511,14183,1875829,1,105077
NZ_CP012672.1,18978,Sorangium,39643,0.9991950237833882,0.9153756981768363,1.0,17372,1976112,0,1606,Sorangium cellulosum,56,0.9908535454540898,0.03846559173780167,1.0,730,1976112,0,18248
NZ_CP117966.1,55724,Roseburia,841,0.9932784987143437,0.7593496518555739,1.0,42314,1939366,0,13410,Roseburia hominis,301301,0.993050438827321,0.7511844088722992,1.0,41859,1939366,0,13865
NZ_CP068103.1,15642,Peptoniphilus,162289,0.9989664626658447,0.868303286024805,0.9999989896173075,13582,1979446,2,2060,Peptoniphilus harei,54005,0.9987714839932034,0.8434343434343434,0.9999989896173075,13193,1979446,2,2449
NZ_CP046313.1,142146,Gemella,1378,0.9943391024966293,0.920602760541978,0.9999956825462615,130860,1852936,8,11286,Gemella sanguinis,84135,0.992677022089229,0.89721835296104,1.0,127536,1852944,0,14610
NC_000866.4,6594,Tequatrovirus,10663,0.9993338646376855,0.7984531392174704,1.0,5265,1988496,0,1329,Tequatrovirus T4,10665,0.9974798129407696,0.23748862602365786,1.0,1566,1988496,0,5028
NZ_CP017042.1,79254,Selenomonas,970,0.9997423675122425,0.9935902288843466,0.999996868207926,78746,1915830,6,508,Selenomonas sp. oral taxon 920,1884263,0.9985399154925342,0.9632447573624044,1.0,76341,1915836,0,2913
NZ_CP017761.1,331089,Marinilactibacillus,191769,0.9926474494884943,0.9556946923636847,1.0,316420,1664001,0,14669,Marinilactibacillus sp. 15R,1911586,0.9926474494884943,0.9556946923636847,1.0,316420,1664001,0,14669
NZ_CP008852.1,20101,Pelosinus,365348,0.9998285791618423,0.9829859210984528,1.0,19759,1974989,0,342,Pelosinus sp. UFO1,484770,0.9997859745675634,0.978757275757425,1.0,19674,1974989,0,427
