accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP015905.2,4082,Lactococcus,1357,0.9999451111654246,0.9889759921607055,0.9999916797191073,4037,961498,8,45,Lactococcus lactis,1358,0.9997234845503465,0.9350808427241548,0.9999979199297768,3817,961504,2,265
NZ_CP012069.2,67174,Olsenella,133925,0.9999917148928943,0.9998957930151546,0.9999988869274077,67167,898413,1,7,Olsenella sp. oral taxon 807,712411,0.9999772159554593,0.9996724923333432,1.0,67152,898414,0,22
NZ_CP032364.1,5551,Lachnoanaerobaculum,1164882,0.9999886079777296,0.9980183750675554,1.0,5540,960037,0,11,Lachnoanaerobaculum umeaense,617123,0.9999886079777296,0.9980183750675554,1.0,5540,960037,0,11
NZ_CP031057.1,6897,Acidipropionibacterium,1912215,0.9999533962725303,0.9934754240974336,1.0,6852,958691,0,45,Acidipropionibacterium acidipropionici,1748,0.999841547326603,0.9778164419312745,1.0,6744,958691,0,153
NZ_CP008849.1,1949,Alteromonas,226,0.9999979287232236,0.9994869163673679,0.99999896226699,1948,963638,1,1,Alteromonas australica,589873,0.9995246419798092,0.7644946126218574,1.0,1490,963639,0,459
NZ_CP014150.1,10077,Paeniclostridium,1849828,0.9998881510540728,0.9892825245608812,1.0,9969,955511,0,108,Paeniclostridium sordellii,1505,0.9998881510540728,0.9892825245608812,1.0,9969,955511,0,108
NZ_CP019668.1,14289,Burkholderia,32008,0.9999637526564125,0.997620547274127,0.9999989488057908,14255,951298,1,34,Burkholderia cenocepacia,95486,0.9967905566349209,0.7831198824270418,1.0,11190,951299,0,3099
NZ_CP029462.1,16089,Megasphaera,906,0.999879865946967,0.9945300129552325,0.9999978830311184,20727,944745,2,114,Megasphaera stantonii,2144175,0.9998570819024263,0.9915470197029026,0.999997893626007,15953,949497,2,136
NZ_CP034157.1,7590,Cloacibacterium,501783,0.9999192202057192,0.9920948616600791,0.9999812108167241,7530,957980,18,60,Cloacibacterium normanense,237258,0.9996323483721836,0.953227931488801,1.0,7235,957998,0,355
NZ_CP125315.1,9268,Lacticaseibacillus,2759736,0.9997731951929809,0.9770176952956409,0.999993725949473,9055,956314,6,213,Lacticaseibacillus rhamnosus,47715,0.9995391409172442,0.9520932239965473,0.9999989543249121,8824,956319,1,444
