read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,84,root,84,Bacteria,84,Actinomycetota,84,Actinomycetes,84,Actinomycetales,83,Actinomycetaceae,83,Actinomyces,83,Actinomyces pacaensis,83
NZ_CP033459.1,41873,root,41261,Bacteria,41251,Bacteroidota,41234,Bacteroidia,41201,Bacteroidales,41201,Prevotellaceae,41187,Pseudoprevotella,41119,Pseudoprevotella muciniphila,41119
NZ_CP036550.1,30645,root,30375,Bacteria,30372,Bacteroidota,30360,Bacteroidia,30222,Bacteroidales,30222,Bacteroidaceae,29567,Bacteroides,29401,Bacteroides fragilis,27729
CAKAFU010000002.1,70,root,9,Bacteria,9,Bacteroidota,7,Bacteroidia,7,Bacteroidales,7,Prevotellaceae,6,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP049272.1,81978,root,79543,Bacteria,79522,Campylobacterota,79465,Epsilonproteobacteria,0,Campylobacterales,79455,Campylobacteraceae,79409,Campylobacter,79409,Campylobacter concisus,78655
NZ_CP012544.1,904,root,878,Bacteria,878,Campylobacterota,878,Epsilonproteobacteria,0,Campylobacterales,878,Campylobacteraceae,876,Campylobacter,876,Campylobacter showae,846
NZ_CP022386.1,334,root,326,Bacteria,326,Bacteroidota,326,Flavobacteriia,326,Flavobacteriales,326,Flavobacteriaceae,326,Capnocytophaga,326,Capnocytophaga gingivalis,318
NZ_CP022384.1,86,root,80,Bacteria,80,Bacteroidota,80,Flavobacteriia,80,Flavobacteriales,80,Flavobacteriaceae,80,Capnocytophaga,80,Capnocytophaga leadbetteri,65
NZ_CP022379.1,78,root,78,Bacteria,78,Bacteroidota,78,Flavobacteriia,78,Flavobacteriales,78,Flavobacteriaceae,78,Capnocytophaga,77,Capnocytophaga sputigena,69
ACIL03000013.1,76,root,2,Bacteria,2,Bacillota,1,Clostridia,1,Eubacteriales,1,Lachnospiraceae,1,Catonella,0,Catonella morbi,0
NZ_CP028101.1,845,root,776,Bacteria,774,Fusobacteriota,773,Fusobacteriia,773,Fusobacteriales,773,Fusobacteriaceae,772,Fusobacterium,772,Fusobacterium nucleatum,573
NZ_CP024703.1,123296,root,114450,Bacteria,114301,Fusobacteriota,114044,Fusobacteriia,114044,Fusobacteriales,114044,Fusobacteriaceae,113429,Fusobacterium,113372,Fusobacterium pseudoperiodonticum,88800
