read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP020468.1,3231,root,3220,Bacteria,3220,Actinomycetota,3220,Actinomycetes,3220,Actinomycetales,3220,Actinomycetaceae,3220,Actinomyces,3220,Actinomyces gaoshouyii,3217
NZ_CP069240.1,3858,root,3842,Bacteria,3842,Actinomycetota,3842,Actinomycetes,3842,Propionibacteriales,3842,Propionibacteriaceae,3842,Cutibacterium,3842,Cutibacterium avidum,3835
NZ_CP017761.1,8240,root,8213,Bacteria,8213,Bacillota,8213,Bacilli,8213,Lactobacillales,8204,Carnobacteriaceae,8184,Marinilactibacillus,8158,Marinilactibacillus sp. 15R,8158
NZ_CP098447.1,12137,root,12092,Bacteria,12085,Pseudomonadota,12051,Gammaproteobacteria,12022,Enterobacterales,11994,Morganellaceae,11518,Proteus,11463,Proteus mirabilis,11384
NZ_CP048000.1,5593,root,5576,Bacteria,5576,Bacillota,5576,Clostridia,5576,Eubacteriales,0,Lachnospiraceae,5576,Anaerocolumna,5576,Anaerocolumna sedimenticola,5573
NZ_CP066560.1,3050,root,3042,Bacteria,3042,Pseudomonadota,3040,Gammaproteobacteria,3040,Pasteurellales,3027,Pasteurellaceae,3027,Histophilus,2931,Histophilus somni,2931
NZ_CP096671.1,4133,root,4121,Bacteria,4121,Bacillota,4119,Clostridia,4095,Eubacteriales,6,Lachnospiraceae,4052,Mediterraneibacter,4021,[Ruminococcus] gnavus,4020
NZ_CP120618.1,1838,root,1832,Bacteria,1832,Bacillota,1832,Bacilli,1832,Bacillales,1832,Bacillaceae,1832,Priestia,1830,Priestia megaterium,1258
NC_074775.1,2323,root,2313,Viruses,2313,Pisuviricota,2313,Pisoniviricetes,2313,Picornavirales,2313,Picornaviridae,2313,Kobuvirus,2313,Aichivirus A,2313
NZ_CP012196.1,4403,root,4383,Bacteria,4383,Campylobacterota,4383,Epsilonproteobacteria,4383,Campylobacterales,4383,Campylobacteraceae,4383,Campylobacter,4383,Campylobacter gracilis,4383
NZ_CP012069.2,508,root,506,Bacteria,506,Actinomycetota,506,Coriobacteriia,506,Coriobacteriales,506,Atopobiaceae,506,Olsenella,506,Olsenella sp. oral taxon 807,506
NZ_CP126312.1,5081,root,5057,Bacteria,5057,Bacillota,5057,Bacilli,5057,Lactobacillales,5057,Lactobacillaceae,5053,Latilactobacillus,5017,Latilactobacillus curvatus,4960
NZ_CP077403.1,1390,root,1390,Bacteria,1390,Actinomycetota,1390,Actinomycetes,1390,Micrococcales,1390,Jonesiaceae,1390,Jonesia,1390,Jonesia denitrificans,1390
NZ_CP029197.1,5645,root,5627,Bacteria,5616,Actinomycetota,5615,Actinomycetes,5615,Kitasatosporales,5611,Streptomycetaceae,5611,Streptomyces,5611,Streptomyces venezuelae,5554
NC_000883.2,452,root,452,Viruses,452,Cossaviricota,452,Quintoviricetes,452,Piccovirales,452,Parvoviridae,452,Erythroparvovirus,452,Primate erythroparvovirus 1,0
NZ_CP006683.1,14920,root,14883,Bacteria,14883,Bacillota,14883,Bacilli,14883,Lactobacillales,14883,Enterococcaceae,14882,Melissococcus,14882,Melissococcus plutonius,14882
NZ_CP015402.2,6613,root,6597,Bacteria,6597,Bacteroidota,6597,Bacteroidia,6597,Bacteroidales,6597,Muribaculaceae,6578,Muribaculum,6560,Muribaculum intestinale,6529
NZ_CP101412.1,1404,root,1397,Bacteria,1397,Bacillota,1389,Tissierellia,1375,Tissierellales,1373,Peptoniphilaceae,1373,Parvimonas,1372,Parvimonas micra,1372
NZ_CP046313.1,3399,root,3385,Bacteria,3385,Bacillota,3383,Bacilli,3383,Bacillales,3379,unclassified Bacillales family,0,Gemella,3379,Gemella sanguinis,3375
NZ_CP040121.1,19837,root,19756,Bacteria,19756,Bacteroidota,19756,Bacteroidia,19756,Bacteroidales,19756,Muribaculaceae,19689,Duncaniella,19415,Duncaniella sp. B8,580
NZ_CP072042.1,4132,root,4123,Bacteria,4123,Verrucomicrobiota,4123,Verrucomicrobiae,4123,Verrucomicrobiales,4123,Akkermansiaceae,4123,Akkermansia,4123,Akkermansia muciniphila,4038
NZ_CP127188.1,6499,root,6477,Bacteria,6471,Bacillota,6471,Bacilli,6471,Bacillales,6471,Listeriaceae,6471,Listeria,6471,Listeria monocytogenes,6391
NZ_CP032819.1,8943,root,8906,Bacteria,8906,Bacteroidota,8894,Bacteroidia,8847,Bacteroidales,8847,Odoribacteraceae,8018,Butyricimonas,8017,Butyricimonas faecalis,8010
NZ_CP073804.1,7625,root,7606,Bacteria,7606,Bacillota,7606,Bacilli,7606,Bacillales,7606,Staphylococcaceae,7605,Macrococcus,9,Macrococcus canis,7504
NZ_CP027235.1,4417,root,4401,Bacteria,4401,Pseudomonadota,4401,Gammaproteobacteria,4401,Pasteurellales,4401,Pasteurellaceae,4401,Haemophilus,4392,Haemophilus sp. oral taxon 036,4289
NC_076103.1,3753,root,3743,Viruses,3743,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Kolmioviridae,3743,Deltavirus,3743,Hepatitis delta virus,3743
