read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP020468.1,3231,root,3230,Bacteria,3230,Actinomycetota,3230,Actinomycetes,3230,Actinomycetales,3230,Actinomycetaceae,3230,Actinomyces,3229,Actinomyces gaoshouyii,3220
NZ_CP069240.1,3858,root,3858,Bacteria,3858,Actinomycetota,3858,Actinomycetes,3858,Propionibacteriales,3858,Propionibacteriaceae,3858,Cutibacterium,3851,Cutibacterium avidum,3831
NZ_CP017761.1,8240,root,8240,Bacteria,8240,Bacillota,8240,Bacilli,8240,Lactobacillales,8223,Carnobacteriaceae,8176,Marinilactibacillus,8133,Marinilactibacillus sp. 15R,8133
NZ_CP098447.1,12137,root,12137,Bacteria,12124,Pseudomonadota,12037,Gammaproteobacteria,11973,Enterobacterales,11944,Morganellaceae,11430,Proteus,11410,Proteus mirabilis,11313
NZ_CP048000.1,5593,root,5593,Bacteria,5593,Bacillota,5593,Clostridia,5593,Eubacteriales,0,Lachnospiraceae,5593,Anaerocolumna,5593,Anaerocolumna sedimenticola,5581
NZ_CP066560.1,3050,root,3050,Bacteria,3047,Pseudomonadota,3043,Gammaproteobacteria,3043,Pasteurellales,3034,Pasteurellaceae,3034,Histophilus,2953,Histophilus somni,2953
NZ_CP096671.1,4133,root,4133,Bacteria,4133,Bacillota,4130,Clostridia,4092,Eubacteriales,2,Lachnospiraceae,4048,Mediterraneibacter,4001,[Ruminococcus] gnavus,3998
NZ_CP120618.1,1838,root,1838,Bacteria,1838,Bacillota,1837,Bacilli,1837,Bacillales,1836,Bacillaceae,1835,Priestia,1831,Priestia megaterium,830
NC_074775.1,2323,root,2323,Viruses,2323,Pisuviricota,2323,Pisoniviricetes,2323,Picornavirales,2323,Picornaviridae,2323,Kobuvirus,2323,Aichivirus A,2323
NZ_CP012196.1,4403,root,4403,Bacteria,4403,Campylobacterota,4403,Epsilonproteobacteria,4403,Campylobacterales,4403,Campylobacteraceae,4403,Campylobacter,4403,Campylobacter gracilis,4401
NZ_CP012069.2,508,root,508,Bacteria,508,Actinomycetota,508,Coriobacteriia,508,Coriobacteriales,508,Atopobiaceae,508,Olsenella,508,Olsenella sp. oral taxon 807,508
NZ_CP126312.1,5081,root,5081,Bacteria,5081,Bacillota,5080,Bacilli,5080,Lactobacillales,5078,Lactobacillaceae,5069,Latilactobacillus,4990,Latilactobacillus curvatus,4922
NZ_CP077403.1,1390,root,1390,Bacteria,1390,Actinomycetota,1390,Actinomycetes,1390,Micrococcales,1390,Jonesiaceae,1389,Jonesia,1389,Jonesia denitrificans,1389
NZ_CP029197.1,5645,root,5645,Bacteria,5634,Actinomycetota,5634,Actinomycetes,5634,Kitasatosporales,5631,Streptomycetaceae,5631,Streptomyces,5628,Streptomyces venezuelae,5500
NC_000883.2,452,root,452,Viruses,452,Cossaviricota,452,Quintoviricetes,452,Piccovirales,452,Parvoviridae,452,Erythroparvovirus,452,Primate erythroparvovirus 1,0
NZ_CP006683.1,14920,root,14918,Bacteria,14909,Bacillota,14905,Bacilli,14905,Lactobacillales,14903,Enterococcaceae,14901,Melissococcus,14901,Melissococcus plutonius,14901
NZ_CP015402.2,6613,root,6613,Bacteria,6613,Bacteroidota,6613,Bacteroidia,6613,Bacteroidales,6613,Muribaculaceae,6572,Muribaculum,6537,Muribaculum intestinale,6485
NZ_CP101412.1,1404,root,1404,Bacteria,1403,Bacillota,1394,Tissierellia,1365,Tissierellales,1365,Peptoniphilaceae,1365,Parvimonas,1365,Parvimonas micra,1365
NZ_CP046313.1,3399,root,3398,Bacteria,3398,Bacillota,3394,Bacilli,3392,Bacillales,3391,unclassified Bacillales family,0,Gemella,3391,Gemella sanguinis,3373
NZ_CP040121.1,19837,root,19836,Bacteria,19836,Bacteroidota,19836,Bacteroidia,19836,Bacteroidales,19836,Muribaculaceae,19769,Duncaniella,19421,Duncaniella sp. B8,325
NZ_CP072042.1,4132,root,4132,Bacteria,4132,Verrucomicrobiota,4132,Verrucomicrobiae,4132,Verrucomicrobiales,4132,Akkermansiaceae,4132,Akkermansia,4132,Akkermansia muciniphila,4023
NZ_CP127188.1,6499,root,6498,Bacteria,6485,Bacillota,6481,Bacilli,6481,Bacillales,6481,Listeriaceae,6481,Listeria,6481,Listeria monocytogenes,6335
NZ_CP032819.1,8943,root,8943,Bacteria,8942,Bacteroidota,8925,Bacteroidia,8890,Bacteroidales,8890,Odoribacteraceae,7893,Butyricimonas,7893,Butyricimonas faecalis,7888
NZ_CP073804.1,7625,root,7624,Bacteria,7624,Bacillota,7622,Bacilli,7622,Bacillales,7622,Staphylococcaceae,7613,Macrococcus,7,Macrococcus canis,7450
NZ_CP027235.1,4417,root,4417,Bacteria,4417,Pseudomonadota,4417,Gammaproteobacteria,4417,Pasteurellales,4416,Pasteurellaceae,4416,Haemophilus,4406,Haemophilus sp. oral taxon 036,4209
NC_076103.1,3753,root,3753,Viruses,3753,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Kolmioviridae,3753,Deltavirus,3753,Hepatitis delta virus,3753
NZ_AP019829.2,10445,root,10443,Bacteria,10430,Fusobacteriota,10428,Fusobacteriia,10428,Fusobacteriales,10428,Leptotrichiaceae,10417,Leptotrichia,10417,Leptotrichia wadei,10064
NZ_CP083175.1,1585,root,1585,Bacteria,1584,Actinomycetota,1578,Actinomycetes,1578,Bifidobacteriales,1568,Bifidobacteriaceae,1568,Gardnerella,1568,Gardnerella vaginalis,1543
NZ_CP035298.1,3791,root,3791,Bacteria,3791,Actinomycetota,3791,Actinomycetes,3791,Micrococcales,3788,Micrococcaceae,3786,Micrococcus,3785,Micrococcus luteus,3213
NZ_CP027286.1,2992,root,2992,Bacteria,2992,Bacillota,2992,Clostridia,2992,Eubacteriales,2992,Clostridiaceae,2992,Clostridium,2991,Clostridium chauvoei,2968
NZ_CP120398.1,2108,root,2108,Bacteria,2107,Pseudomonadota,2107,Gammaproteobacteria,2107,Enterobacterales,2106,Enterobacteriaceae,2104,Salmonella,2059,Salmonella enterica,1354
NZ_CP025330.1,4579,root,4579,Bacteria,4579,Actinomycetota,4579,Actinomycetes,4579,Micrococcales,4468,Brevibacteriaceae,4462,Brevibacterium,4462,Brevibacterium aurantiacum,3276
NZ_CP027228.1,2544,root,2544,Bacteria,2544,Bacillota,2543,Clostridia,2539,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,2539,Mogibacterium diversum,2533
NZ_CP014150.1,33878,root,33875,Bacteria,33859,Bacillota,33858,Clostridia,33824,Eubacteriales,3,Peptostreptococcaceae,33817,Paeniclostridium,0,Paeniclostridium sordellii,33583
NZ_CP072236.1,1679,root,1679,Bacteria,1679,Bacteroidota,1679,Bacteroidia,1664,Bacteroidales,1664,Bacteroidaceae,1571,Bacteroides,1540,Bacteroides uniformis,1206
NZ_CP065983.1,9059,root,9059,Bacteria,9059,Pseudomonadota,9059,Gammaproteobacteria,9059,Pasteurellales,9058,Pasteurellaceae,9058,Aggregatibacter,9009,Aggregatibacter segnis,8437
NZ_CP012672.1,1393,root,1393,Bacteria,1393,Myxococcota,1392,unclassified Myxococcota class,0,Polyangiales,1392,Polyangiaceae,1392,Sorangium,1392,Sorangium cellulosum,202
NZ_CP123971.1,2997,root,2996,Bacteria,2996,Bacillota,2995,Bacilli,2995,Lactobacillales,2974,Lactobacillaceae,2972,Ligilactobacillus,2968,Ligilactobacillus salivarius,2966
NC_001612.1,12080,root,12080,Viruses,12080,Pisuviricota,12080,Pisoniviricetes,12080,Picornavirales,12080,Picornaviridae,12080,Enterovirus,12080,Enterovirus A,12080
NZ_CP033459.1,7467,root,7467,Bacteria,7467,Bacteroidota,7467,Bacteroidia,7460,Bacteroidales,7460,Prevotellaceae,7460,Pseudoprevotella,7459,Pseudoprevotella muciniphila,7459
NZ_CP013476.1,9619,root,9618,Bacteria,9618,Bacillota,9601,Erysipelotrichia,9557,Erysipelotrichales,9557,Turicibacteraceae,9557,Turicibacter,9557,Turicibacter sp. H121,3801
NC_001348.1,843,root,843,Viruses,843,Peploviricota,843,Herviviricetes,843,Herpesvirales,843,Herpesviridae,0,Varicellovirus,843,Human alphaherpesvirus 3,843
NZ_CP124126.1,2893,root,2893,Bacteria,2893,Bacteroidota,2893,Flavobacteriia,2893,Flavobacteriales,2893,Flavobacteriaceae,2893,Capnocytophaga,2893,Capnocytophaga canimorsus,2872
NZ_CP072385.1,11312,root,11308,Bacteria,11308,Actinomycetota,11308,Actinomycetes,11308,Propionibacteriales,11291,Propionibacteriaceae,11291,Arachnia,11290,Arachnia propionica,11281
