read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,2955,root,2955,Bacteria,2955,Actinomycetota,2955,Actinomycetes,2955,Actinomycetales,2955,Actinomycetaceae,2955,Actinomyces,2944,Actinomyces pacaensis,2944
NZ_CP033459.1,130,root,130,Bacteria,130,Bacteroidota,130,Bacteroidia,130,Bacteroidales,130,Prevotellaceae,130,Pseudoprevotella,130,Pseudoprevotella muciniphila,130
NZ_CP049272.1,13770,root,13758,Bacteria,13752,Campylobacterota,13752,Epsilonproteobacteria,13752,Campylobacterales,13752,Campylobacteraceae,13750,Campylobacter,13750,Campylobacter concisus,13683
NZ_CP036550.1,140,root,140,Bacteria,140,Bacteroidota,140,Bacteroidia,139,Bacteroidales,139,Bacteroidaceae,137,Bacteroides,137,Bacteroides fragilis,134
NZ_CP012544.1,15790,root,15778,Bacteria,15776,Campylobacterota,15775,Epsilonproteobacteria,15775,Campylobacterales,15775,Campylobacteraceae,15774,Campylobacter,15774,Campylobacter showae,15638
NZ_CP022384.1,5,root,5,Bacteria,5,Bacteroidota,5,Flavobacteriia,5,Flavobacteriales,5,Flavobacteriaceae,5,Capnocytophaga,5,Capnocytophaga leadbetteri,4
MN164484.2,15781,root,15564,Viruses,15561,Uroviricota,15561,Caudoviricetes,15561,unclassified Caudoviricetes order,0,Drexlerviridae,15561,Guelphvirus,14833,Escherichia virus ECH1,0
NZ_CP028101.1,12275,root,12235,Bacteria,12195,Fusobacteriota,12184,Fusobacteriia,12184,Fusobacteriales,12184,Fusobacteriaceae,12184,Fusobacterium,12183,Fusobacterium nucleatum,8887
NZ_CP024703.1,12782,root,12707,Bacteria,12664,Fusobacteriota,12652,Fusobacteriia,12652,Fusobacteriales,12652,Fusobacteriaceae,12633,Fusobacterium,12633,Fusobacterium pseudoperiodonticum,11398
NZ_CP083637.1,12195,root,12149,Bacteria,12126,Bacillota,12108,Bacilli,12099,Bacillales,12086,unclassified Bacillales family,0,Gemella,12082,Gemella haemolysans,11992
NZ_CP031243.1,15513,root,15502,Bacteria,15498,Pseudomonadota,15481,Gammaproteobacteria,15471,Pasteurellales,15448,Pasteurellaceae,15448,Haemophilus,15337,Haemophilus haemolyticus,13489
NZ_AP018768.1,14495,root,14495,Bacteria,14493,Pseudomonadota,14489,Gammaproteobacteria,14484,Pasteurellales,14461,Pasteurellaceae,14461,Haemophilus,14355,Haemophilus influenzae,11168
NZ_CP038817.1,10634,root,10628,Bacteria,10624,Pseudomonadota,10619,Gammaproteobacteria,10616,Pasteurellales,10602,Pasteurellaceae,10602,Haemophilus,10546,Haemophilus parahaemolyticus,10441
NZ_CP035368.2,11694,root,11689,Bacteria,11689,Pseudomonadota,11685,Gammaproteobacteria,11681,Pasteurellales,11659,Pasteurellaceae,11659,Haemophilus,11558,Haemophilus parainfluenzae,11344
NC_013203.1,228,root,228,Bacteria,228,Actinomycetota,228,Coriobacteriia,228,Coriobacteriales,228,Atopobiaceae,228,Lancefieldella,228,Lancefieldella parvula,228
NZ_CP101528.1,13,root,13,Bacteria,13,Actinomycetota,13,Actinomycetes,13,Micrococcales,12,Micrococcaceae,12,Micrococcus,12,Micrococcus luteus,9
NZ_CP126965.1,3108,root,3107,Bacteria,3107,Actinomycetota,3107,Actinomycetes,3107,Micrococcales,3103,Micrococcaceae,3097,Micrococcus,3090,Micrococcus lylae,3069
NZ_CP073114.1,3508,root,3507,Bacteria,3507,Pseudomonadota,3505,Betaproteobacteria,3503,Neisseriales,3502,Neisseriaceae,3498,Neisseria,3468,Neisseria subflava,2395
